feature,r2
GetUSRCAT-0_0,0.008771313462246294
CalcWHIM-79_1,0.008761994206049757
node1154,0.00875675747650845
linker21501,0.008720129659811391
CalcMORSE-175_1,0.008710467101924201
CalcMORSE-36_0,0.008695997393325838
CalcMORSE-43_0,0.008685542586563136
CalcMORSE-131_0,0.008684949894530688
CalcRDF-63_1,0.008682736350523091
CalcRDF-192_1,0.008668428745841778
CalcRDF-93_1,0.008661973831868565
CalcMORSE-119_0,0.008643549101245254
CalcNumHBD_1,0.008604601729296823
CalcMORSE-148_1,0.008529246779505806
mc-chi-3-all,0.008507558899969589
CalcMORSE-4_0,0.00850261649398086
node1504,0.008486430767071701
CalcMORSE-145_0,0.008481125188273788
CalcRDF-3_1,0.008441654728396216
CalcMORSE-16_1,0.00842159168697444
CalcExactMolWt_1,0.008406921908246288
_CalcMolWt_1,0.008406319240477177
CalcKappa1_1,0.008405765337851789
CalcMORSE-218_1,0.008398341750072527
node1300,0.008380376524481092
CalcMORSE-196_0,0.008361877454393433
CalcMORSE-131_1,0.00834664751031117
PEOE_VSA_-6_1,0.008318441693281465
CalcMORSE-58_0,0.00830918501479888
SMR_VSA_-4_0,0.008294527993347425
MQNs_-22_1,0.008280293635664033
CalcMORSE-17_1,0.008266279251005442
CalcMORSE-129_0,0.008254567694775252
CalcMORSE-47_1,0.008253728402837682
MQNs_-11_1,0.008221405048211708
CalcNumHeavyAtoms_1,0.008221405048211708
CalcWHIM-8_0,0.008211318951215385
CalcMORSE-73_1,0.008197922095089382
linker11502,0.008167467485805449
CalcMORSE-84_1,0.00811953901507904
linker11501,0.008117537898190289
node2300,0.008078036518644438
CalcWHIM-63_1,0.008077757637053913
CalcMORSE-133_0,0.00802733316188777
CalcRDF-191_1,0.007998195123474326
GetUSRCAT-12_1,0.007992270476657017
metal_6s_energy,0.007954688090859129
CalcMORSE-71_1,0.007947778901965222
CalcMORSE-111_1,0.007929362289832152
CalcMORSE-23_0,0.007914734777292242
CalcRDF-92_0,0.007904661555847698
node12,0.007885855982383456
CalcHallKierAlpha_0,0.007869661212329382
CalcWHIM-44_1,0.007869164734490333
CalcMORSE-156_1,0.007828556151955816
CalcWHIM-92_1,0.007797027078921533
node1201,0.007794751800385828
BCUT2D-3_0,0.007789618291281666
node2504,0.007782422424337184
CalcWHIM-66_0,0.007714889790565112
CalcMORSE-20_1,0.007714693943845455
CalcLabuteASA_1,0.007681923338971311
node1202,0.007671382650116308
CalcMORSE-176_1,0.007665995710801549
CalcMORSE-169_0,0.007650961641869741
CalcMORSE-65_0,0.007649126488139375
CalcMORSE-89_1,0.007642807619824516
CalcMORSE-100_0,0.0076399828445809885
CalcRDF-153_1,0.007624936409676432
CalcMORSE-33_0,0.0075790455151485536
CalcMORSE-9_0,0.007546093433882672
MQNs_-9_1,0.007490837099160072
CalcNumHBD_0,0.007466487004704027
CalcWHIM-83_0,0.007449809483028359
CalcMORSE-19_0,0.007428001746125914
CalcMORSE-19_1,0.0074231832028095555
CalcMORSE-140_1,0.007403104067427527
CalcMORSE-81_0,0.007391441105803725
CalcWHIM-40_0,0.0073674029278632605
CalcRDF-62_0,0.00735457342291887
BCUT2D-6_0,0.007335422639861598
CalcRDF-121_1,0.007320606285599668
CalcWHIM-91_1,0.007277008119143175
MQNs_-25_1,0.00727372702120567
CalcMORSE-58_1,0.007267969750461585
linker11777,0.007262934939986786
CalcMORSE-121_0,0.007255822620118706
MQNs_-22_0,0.007223552288621075
CalcMORSE-137_1,0.0072199586576936
CalcMORSE-5_1,0.0072181102888789804
func-S-0-all,0.0071778375751744014
CalcMORSE-180_1,0.007168567206062942
CalcRDF-31_1,0.007159939387960772
CalcRDF-98_1,0.007153337961829802
CalcRDF-188_0,0.007116285168144195
CalcMORSE-52_1,0.00711143057175034
CalcWHIM-33_0,0.007105505673727612
CalcWHIM-11_0,0.007103512494791567
f-lig-Z-0,0.007100271084270394
CalcMORSE-116_1,0.007076541051017623
CalcWHIM-18_0,0.007076176417800543
CalcWHIM-81_1,0.007052479420234117
CalcMORSE-98_1,0.0070444074879409315
CalcMORSE-207_0,0.007039796261400939
CalcMORSE-185_0,0.0070322673292904595
CalcChi0v_1,0.007029978054106819
CalcMORSE-55_0,0.007029909407044251
node22,0.007027017340448975
CalcMORSE-80_1,0.006978300577109479
CalcMORSE-15_1,0.006915901798030996
CalcMORSE-112_0,0.006894991143698213
MQNs_-0_0,0.006885069845518275
SMR_VSA_-9_1,0.006881679552524418
MQNs_-12_1,0.006876641905630939
CalcMORSE-113_1,0.006874966148507112
SMR_VSA_-0_1,0.006862820202229322
CalcMORSE-73_0,0.006862037311485823
CalcChi1v_1,0.006857110262412832
SlogP_VSA_-4_0,0.006825631774767041
CalcWHIM-80_0,0.006811795673409995
lc-alpha-0-all,0.006767805663592155
CalcWHIM-78_0,0.006766368935755445
CalcRDF-38_1,0.006766043503839999
CalcChi0n_1,0.006764946978270742
CalcMORSE-164_0,0.006753903846037403
CalcWHIM-62_0,0.00673965960456986
CalcRDF-152_1,0.006733268881920107
CalcWHIM-92_0,0.0067312210975929215
CalcMORSE-39_1,0.006726378813356007
CalcWHIM-73_1,0.006712373448580298
CalcRDF-181_0,0.006696312894595244
CalcMORSE-57_0,0.006671872757832164
PEOE_VSA_-6_0,0.006660787522804269
CalcWHIM-73_0,0.00664149895829684
CalcMORSE-134_1,0.006624226477599645
CalcMORSE-170_1,0.006605159464431459
CalcMORSE-69_0,0.006601714978170487
node2201,0.006594164841439402
node11351,0.006588342092318204
node21351,0.006579501634057543
GetUSRCAT-23_0,0.00657672123140871
CalcWHIM-38_1,0.006569326311939778
CalcMORSE-70_1,0.006551045582975864
CalcMORSE-2_1,0.006545636776700923
CalcWHIM-49_1,0.006535357428923218
lc-Z-2-all,0.006529816974213523
CalcRDF-8_1,0.006508011280578688
func-I-0-all,0.0065036502207936496
CalcMORSE-135_0,0.006470261252955942
CalcWHIM-40_1,0.00646717911442726
CalcWHIM-18_1,0.006460727758209095
CalcWHIM-27_1,0.00645947661618265
CalcMORSE-161_1,0.0064294841926618804
f-chi-2-all,0.006417595365875423
CalcWHIM-16_1,0.006394317408151296
CalcMORSE-7_1,0.006367365238136254
CalcWHIM-60_1,0.006366868487878872
CalcWHIM-62_1,0.006358417416630882
CalcMORSE-162_1,0.006354253705241897
CalcMORSE-66_1,0.006352066944272838
f-lig-S-0,0.006347751683893517
linker21652,0.006346223558346159
f-lig-Z-1,0.006345668032679113
CalcRDF-61_1,0.006339056774870215
CalcRDF-2_1,0.006309054989098112
CalcMORSE-170_0,0.006301964937949111
CalcRDF-158_1,0.006299405333153787
CalcMORSE-130_1,0.006294501912824802
CalcWHIM-5_1,0.006271596547235101
lc-Z-3-all,0.0062654993419751035
CalcWHIM-55_0,0.0062325022483280075
f-lig-Z-2,0.006224486631345121
f-T-1-all,0.0062122085322459
CalcMORSE-25_0,0.0062045986657846925
linker21700,0.006198791478563343
linker21703,0.00619625934720085
PEOE_VSA_-2_1,0.006187885926743802
CalcMORSE-1_0,0.006183501100271474
CalcWHIM-82_0,0.00614370287400678
CalcCrippenDescriptors-1_1,0.006132087731803391
CalcMORSE-97_0,0.0061300359324613024
CalcWHIM-7_0,0.0061210785396519935
CalcWHIM-7_1,0.006118466374750373
CalcWHIM-91_0,0.00611603771621545
node1454,0.00610643336509052
CalcMORSE-106_1,0.006105682929189282
CalcChi1n_1,0.00609742151284002
lc-S-2-all,0.00609694865219871
node2403,0.006091901073993691
node21838,0.006091794046808793
node2454,0.006088543578914458
CalcMORSE-179_0,0.0060784022765566015
CalcMORSE-87_0,0.006070486896231965
CalcRDF-191_0,0.006068338086003484
CalcMORSE-48_1,0.006038851089693903
func-S-3-all,0.006003174244115487
MQNs_-26_1,0.005996632492177203
linker11652,0.005989927363230596
CalcMORSE-156_0,0.005975196981816132
SMR_VSA_-4_1,0.005962189891973978
CalcMORSE-106_0,0.005944442869896198
CalcMORSE-153_1,0.005938533018383329
CalcNumAtomStereoCenters_1,0.005935797708830136
SMR_VSA_-6_1,0.005929864450102347
CalcChi2n_1,0.005928666030964537
node12041,0.005916874356093945
CalcMORSE-137_0,0.005900488364776137
PEOE_VSA_-13_1,0.0058978890196147125
CalcRDF-193_0,0.005897862630293409
MQNs_-13_1,0.005889038424238389
node11838,0.005882474914513804
MQNs_-21_1,0.005866138492373838
CalcNumLipinskiHBD_1,0.005866138492373838
linker11201,0.0058612421463277815
CalcRDF-68_1,0.005860441817891625
linker11700,0.005848526145909123
linker11703,0.005845756892893196
CalcWHIM-51_0,0.005824203175397574
node1403,0.005799023597702362
CalcWHIM-0_0,0.005786295229790252
CalcMORSE-150_1,0.005780787999936018
linker11702,0.005774473777187219
node11588,0.005764250531231076
CalcMORSE-179_1,0.005697231177356362
CalcWHIM-77_0,0.005680378750766811
CalcWHIM-71_1,0.005642274105348882
GetUSRCAT-19_0,0.0056340273763782695
CalcWHIM-29_0,0.005617569513194977
CalcMORSE-92_1,0.00560946798189514
node22041,0.005589299867954254
CalcWHIM-51_1,0.00555691396144666
CalcMORSE-210_0,0.0055507389198485154
linker21651,0.005525890636086046
MQNs_-28_1,0.005522652831553544
CalcWHIM-29_1,0.005508630964267362
CalcNumLipinskiHBD_0,0.00550746604566805
MQNs_-21_0,0.00550746604566805
D_mc-S-2-all,0.005488414316876493
CalcMORSE-213_0,0.005484831564990598
CalcMORSE-115_0,0.005480902548665782
f-T-0-all,0.005477234774143622
PEOE_VSA_-9_0,0.0054452182920057095
f-S-1-all,0.005439666962754409
CalcMORSE-86_1,0.005406121554235972
MQNs_-34_0,0.005406009117147538
CalcRDF-92_1,0.005394433645917985
node1354,0.005387407202660723
CalcMORSE-98_0,0.005352291715442004
CalcMORSE-49_1,0.005325723568727483
CalcMORSE-17_0,0.005324701464977154
MQNs_-19_0,0.005322171438532554
f-lig-S-1,0.0053191116056449895
CalcMORSE-177_1,0.005306380581199989
CalcMORSE-134_0,0.005269917176728516
CalcMORSE-152_0,0.0052427168155825665
CalcRDF-1_1,0.005238150831382784
node2354,0.005236299146865348
CalcMORSE-6_1,0.00523183246747457
CalcWHIM-50_1,0.0052275317429463465
SMR_VSA_-6_0,0.005224280598434547
GetUSRCAT-33_0,0.005223416614271888
f-lig-Z-3,0.005215553314041363
linker21702,0.005208993403889291
CalcMORSE-71_0,0.005206393021241054
CalcMORSE-16_0,0.005190136505806185
CalcChi2v_1,0.005142405937534512
node2202,0.005125575838904689
linker11651,0.005108139800154376
PEOE_VSA_-2_0,0.005093199207425379
CalcRDF-32_0,0.005086532600899018
GetUSRCAT-30_0,0.005072381896599408
f-lig-chi-0,0.005071333911335785
CalcMORSE-115_1,0.005070332763254699
CalcMORSE-89_0,0.005068516469037969
CalcMORSE-2_0,0.005058516475095909
CalcMORSE-167_1,0.005047455740639686
GetUSRCAT-40_1,0.0050387688124718735
GetUSRCAT-20_0,0.005019972657811731
CalcMORSE-103_1,0.005019399408142662
CalcNumAtomStereoCenters_0,0.005017811024047065
MQNs_-11_0,0.005016586805159315
CalcNumHeavyAtoms_0,0.005016586805159315
GetUSRCAT-22_0,0.005016144539539369
node1552,0.00501169913473606
CalcMORSE-162_0,0.004974588150775156
CalcKappa1_0,0.0049632256464762665
node2204,0.004944836671234038
CalcWHIM-67_1,0.004932874578804582
CalcRDF-62_1,0.0049274624139670035
PEOE_VSA_-5_1,0.004915233600057289
node11696,0.004890039684692831
CalcMORSE-66_0,0.004886225493543409
GetUSRCAT-21_0,0.004874095034833436
CalcRDF-101_1,0.004873067721031221
CalcExactMolWt_0,0.004864226099067142
_CalcMolWt_0,0.004863472225891739
CalcRDF-122_0,0.00485588858721078
CalcWHIM-49_0,0.004849952087064129
CalcRDF-192_0,0.004847164514379149
CalcMORSE-70_0,0.004843116508022641
lc-chi-2-all,0.004838202218127354
PEOE_VSA_-13_0,0.004812289524772007
CalcMORSE-34_1,0.00481178233117383
node1505,0.004784876051725512
node21797,0.004781260796904223
CalcMORSE-102_1,0.004775242651136753
CalcWHIM-27_0,0.004766621512438511
CalcWHIM-17_1,0.004750456735880706
CalcMORSE-176_0,0.004749713166750225
