feature,r2
MQNs_-13_0,0.0047435637907159356
D_mc-Z-2-all,0.004731997874825844
linker11701,0.0047082883342919185
CalcWHIM-22_0,0.0047077892148376065
CalcMORSE-76_1,0.0047038487066727724
CalcRDF-71_1,0.004701495277606845
CalcMORSE-51_0,0.004694815169528299
CalcMORSE-38_1,0.004691050911702837
CalcWHIM-79_0,0.004690452554467452
node11797,0.004674708875233402
node2505,0.004666112282865309
CalcRDF-91_1,0.004657560257126716
CalcRDF-128_1,0.0046482097382811284
CalcMORSE-152_1,0.004644538113249044
CalcRDF-11_1,0.00464005726459216
node2400,0.004625301293133491
linker11650,0.004621586538635845
CalcMORSE-175_0,0.004615380098779044
f-I-2-all,0.004613221898987454
CalcLabuteASA_0,0.004608678144717976
linker11552,0.00460116775409397
node11749,0.004600789500736325
linker11653,0.004591451939561603
CalcRDF-123_0,0.0045729030423623755
CalcMORSE-79_1,0.004558122002887119
CalcMORSE-200_0,0.00455156602686558
node24,0.00454480584257131
CalcMORSE-130_0,0.004542916998663665
f-lig-S-2,0.004542468630408371
CalcWHIM-38_0,0.0045419792593339725
CalcWHIM-63_0,0.004536955170365521
MQNs_-34_1,0.004531483650751358
D_func-chi-1-all,0.004523155083695029
node1204,0.004518819407380468
CalcNumAtoms_1,0.004511873206761572
CalcMORSE-140_0,0.004500174526172448
node11200,0.004483100105668125
func-I-3-all,0.004457841832829717
node21696,0.0044569108035003874
CalcWHIM-5_0,0.00444431998740203
CalcRDF-63_0,0.0044295541592533644
CalcMORSE-198_1,0.004419305803902736
CalcChi3n_1,0.004419020712696604
CalcRDF-196_1,0.004387242267718426
CalcMORSE-113_0,0.004383545716693771
GetUSRCAT-18_0,0.004373319960672339
node1400,0.004369611681975955
CalcMORSE-37_1,0.004369474252879068
CalcMORSE-51_1,0.004367401949693698
CalcMORSE-165_1,0.004354250802100796
CalcMORSE-48_0,0.004337606691530078
node21639,0.004332901893697258
GetUSRCAT-57_1,0.0043310567035564585
CalcWHIM-16_0,0.0043086457395224605
GetUSRCAT-44_0,0.004305099650350875
CalcMORSE-5_0,0.004303368535678556
CalcMORSE-153_0,0.0043025498273911635
CalcWHIM-60_0,0.004297863525810506
CalcWHIM-34_1,0.004295334556766282
node14,0.004291529188436187
GetUSRCAT-52_1,0.004291402983761692
linker21528,0.0042612579425172405
node2552,0.004247948294349406
CalcMORSE-151_0,0.004241107296879002
CalcMORSE-200_1,0.004227961652171413
node21588,0.004223948623443364
CalcWHIM-12_1,0.004216876932738441
CalcRDF-131_1,0.004212506338619586
node1553,0.004202850764958044
node21847,0.004199555248761645
CalcWHIM-56_1,0.004187474430636458
CalcTPSA_0,0.004170298069646901
CalcMORSE-190_1,0.004161469284562065
CalcMORSE-136_0,0.004158076537336756
CalcRDF-196_0,0.0041523286334226245
CalcMORSE-80_0,0.004151705002972959
node1551,0.004149163103176979
CalcRDF-41_1,0.004146604748276028
nitrogen_count,0.0041454763500649
CalcMORSE-42_0,0.004140733163353338
linker21650,0.004136775279585139
node22398,0.0041327651454684386
CalcRDF-195_1,0.004123762799601166
CalcWHIM-28_1,0.004122316812196461
f-chi-0-all,0.004112631823290698
linker21653,0.004101474078444521
CalcRDF-161_1,0.0040989792331517245
node11639,0.0040950565864826954
CalcWHIM-61_1,0.004088888893250088
CalcWHIM-71_0,0.004076197822833674
f-Z-1-all,0.00407316192519399
CalcChi0v_0,0.004054864544905957
PEOE_VSA_-4_0,0.004052573785040731
MQNs_-30_1,0.004051131393844693
func-Z-3-all,0.004047874490383816
MQNs_-9_0,0.004033254525998414
CalcWHIM-39_1,0.004028835634581493
node2553,0.004026582038194601
linker11987,0.004022013593194198
CalcChi0n_0,0.004007924448093367
f-lig-S-3,0.00398752185358215
linker21727,0.003985885727459824
linker21202,0.003981957759489201
f-S-2-all,0.003972292025629296
CalcMORSE-161_0,0.003969317967070165
CalcMORSE-150_0,0.003966639325085134
CalcMORSE-212_1,0.00395155909875185
lc-Z-0-all,0.00394224490489568
CalcMORSE-111_0,0.0039305762570602054
CalcMORSE-92_0,0.00391447448899219
GetUSRCAT-15_0,0.003914281683714507
CalcRDF-3_0,0.003901764779395936
SMR_VSA_-0_0,0.003878319139406918
CalcMORSE-136_1,0.0038747244951212487
CalcWHIM-1_1,0.0038648413301970116
CalcMORSE-47_0,0.0038648136875891613
CalcChi1v_0,0.0038614643370028312
CalcMORSE-144_1,0.0038378758441716073
node21195,0.0038324485242456296
node11195,0.0038324485242456296
CalcRDF-151_1,0.0038304493898114883
CalcRDF-121_0,0.00382900862753807
CalcCrippenDescriptors-1_0,0.0038267847316378464
CalcMORSE-7_0,0.00382662672090201
linker21941,0.0038184031588868917
D_func-Z-3-all,0.0038060150670602877
node11847,0.0038059568127767557
node21749,0.003789161896946246
CalcMORSE-10_0,0.0037844079206122636
CalcNumHBA_0,0.0037685589919028866
node12398,0.00376545858113524
f-lig-I-0,0.0037579278814442833
SMR_VSA_-5_0,0.003755174318431868
CalcMORSE-22_1,0.0037422417452207413
f-T-2-all,0.00374156096387328
CalcRDF-103_1,0.0037233154669214182
node21101,0.003710937752232828
CalcRDF-98_0,0.003708042840254152
CalcWHIM-6_1,0.0036860324425018764
CalcMORSE-39_0,0.0036851971325296026
f-lig-I-1,0.0036823933837988702
SlogP_VSA_-7_0,0.003666705236865931
CalcMORSE-148_0,0.0036666967053435194
CalcMORSE-49_0,0.003658845627944269
CalcRDF-33_0,0.003656294812861985
CalcChi1n_0,0.003652978294533236
f-S-0-all,0.0036424787909237226
node11152,0.0036376490930204574
MQNs_-7_1,0.0036285756028619034
CalcMORSE-28_1,0.0036093952544403863
SubStructure-Keys-Fingerprint-54,0.003592967541548062
f-I-1-all,0.0035792681845898114
CalcRDF-93_0,0.003577725361210743
CalcMORSE-86_0,0.0035767635735301923
CalcRDF-32_1,0.003574989208626807
CalcMORSE-84_0,0.003568996028704634
node2252,0.00355772675248646
node1802,0.0035575884828492627
D_func-alpha-1-all,0.003554273465377804
node21200,0.0035435102158913223
func-chi-3-all,0.003542216500889137
SlogP_VSA_-0_0,0.0035382318221215078
CalcMORSE-42_1,0.003536118950552409
CalcMORSE-88_0,0.003519839270927493
SlogP_VSA_-5_1,0.003510708981868
MQNs_-25_0,0.003504512327549107
node11203,0.0034916670839699347
CalcWHIM-81_0,0.0034739388909807763
func-alpha-3-all,0.0034677607204665474
CalcMORSE-10_1,0.00345373858587702
CalcRDF-8_0,0.0034515970201784833
MQNs_-6_1,0.0034502896431022195
f-lig-chi-1,0.0034489225368063443
CalcRDF-185_1,0.003445376297754642
MQNs_-35_0,0.003434773259818906
node21152,0.003431963715251138
CalcMORSE-72_0,0.0034250843511141687
GetUSRCAT-37_1,0.0034169688746681407
CalcChi2n_0,0.0034149512968053367
node1554,0.0034093185139385204
D_func-T-2-all,0.0033932169402541576
node1555,0.003392132586998253
node2555,0.0033895638237501206
CalcMORSE-72_1,0.0033810526274781635
node2554,0.0033744931715044943
CalcWHIM-67_0,0.0033711647101770863
CalcWHIM-23_1,0.003368725807053269
node11741,0.003363667989717097
CalcWHIM-44_0,0.003352693069636583
linker11986,0.0033411862314353287
node22097,0.0033409387489339187
mass,0.003339569113454497
CalcMORSE-20_0,0.0033386413066359122
CalcWHIM-72_1,0.0033383511812123227
node2802,0.0033240128724100035
func-Z-2-all,0.0033224348180087362
node1252,0.0033183126971204854
CalcMORSE-190_0,0.003313606010785388
node21798,0.0033109198184063174
CalcMORSE-6_0,0.003309487194574135
CalcRDF-38_0,0.0033064531475910422
CalcMORSE-166_1,0.00330154443664234
CalcMORSE-192_1,0.003298865008832929
CalcMORSE-118_1,0.0032930456314139156
CalcRDF-13_1,0.003292067992968513
GetUSRCAT-55_1,0.0032828098428908893
CalcMORSE-30_1,0.0032769159769537076
CalcMORSE-158_0,0.0032766366635565082
node11101,0.003264177436607786
node11300,0.0032466967651921404
CalcRDF-163_1,0.0032418523108340824
SlogP_VSA_-5_0,0.0032297407879755295
node11144,0.0032259588855371437
node21144,0.0032259588855371437
CalcMORSE-34_0,0.003219074269056802
GetUSRCAT-12_0,0.00319855241320948
GetUSRCAT-32_1,0.0031924839811231153
CalcRDF-68_0,0.00318702377960216
CalcRDF-43_1,0.0031756248879265896
GetUSRCAT-58_1,0.0031715458692983495
CalcRDF-61_0,0.003165182371993515
CalcRDF-158_0,0.003153938524982689
CalcNumHeteroatoms_1,0.0031531529640247903
CalcMORSE-177_0,0.003146187855022026
node12097,0.003138850134682486
CalcMORSE-180_0,0.00313785767639408
node2551,0.003125701605859615
node2801,0.003124779604485372
linker11727,0.0031228622131306
CalcMORSE-158_1,0.0031213808425186937
SMR_VSA_-8_0,0.0031108262419628943
MQNs_-20_1,0.0031061097644108997
CalcNumLipinskiHBA_1,0.0031061097644108997
CalcRDF-153_0,0.003098098862256334
CalcMORSE-101_1,0.003086423152147411
PEOE_VSA_-8_1,0.003081496467363046
PEOE_VSA_-5_0,0.0030787185710411443
f-Z-0-all,0.003073445260277729
CalcRDF-122_1,0.003064144168953211
GetUSRCAT-57_0,0.0030596105420649215
node11798,0.003052556834261641
linker11551,0.0030355910911560448
CalcMORSE-15_0,0.003032028077068655
D_lc-T-1-all,0.0030280938517233415
func-alpha-0-all,0.003018833886553649
SMR_VSA_-5_1,0.00300827466218727
CalcWHIM-34_0,0.003007585781921833
CalcMORSE-94_1,0.0030016859419064804
CalcRDF-71_0,0.0029974423584584768
f-lig-T-0,0.0029967817506881115
CalcWHIM-12_0,0.0029946575014988008
linker21052,0.0029925674156650968
node2646,0.002991486208200766
node1646,0.002991486208200766
node21300,0.0029874620224794434
MQNs_-27_1,0.002971049753098764
CalcMORSE-88_1,0.002971007425204619
CalcRDF-73_1,0.0029595121708253136
linker11102,0.0029592737454789343
CalcChi4n_1,0.0029557373861140894
CalcNumSaturatedHeterocycles_1,0.0029539785280969675
MQNs_-35_1,0.0029456219824756024
CalcRDF-101_0,0.0029421403680623686
node1801,0.002942098227538368
CalcRDF-31_0,0.002941277709587089
node22249,0.002938558008743674
GetUSRCAT-52_0,0.002925668770620616
SMR_VSA_-1_1,0.002922691585467321
PEOE_VSA_-0_0,0.002916325599430759
CalcNumAliphaticHeterocycles_0,0.002913522948880382
SMR_VSA_-3_0,0.002910988120165231
CalcMORSE-116_0,0.0029032226433116375
CalcMORSE-198_0,0.0029008513915693545
CalcMORSE-94_0,0.0028995559095430366
CalcRDF-11_0,0.0028960799699329957
CalcWHIM-56_0,0.0028864419527713787
CalcPMI2_1,0.002883322734719658
node21799,0.0028827251076831563
node11799,0.0028827216186416062
CalcMORSE-165_0,0.0028825408613163297
f-I-3-all,0.0028794592722561196
func-Z-1-all,0.002870148838959753
GetUSRCAT-51_1,0.0028521200014520096
CalcMORSE-30_0,0.0028446014559897455
