name,linker1,linker2
DOKHIV_clean,DOKHIV_clean_linker_5.xyz,DOKHIV_clean_linker_1.xyz
HUZSUR_clean,HUZSUR_clean_linker_4.xyz,HUZSUR_clean_linker_5.xyz
KIYXUN_clean,KIYXUN_clean_linker_5.xyz,KIYXUN_clean_linker_5.xyz
FUSMOW_clean,FUSMOW_clean_linker_5.xyz,FUSMOW_clean_linker_5.xyz
IGETUL_clean,IGETUL_clean_linker_5.xyz,IGETUL_clean_linker_5.xyz
YOQYOT_clean,YOQYOT_clean_linker_5.xyz,YOQYOT_clean_linker_0.xyz
DAWDAI_clean,DAWDAI_clean_linker_4.xyz,DAWDAI_clean_linker_5.xyz
FUNGAY_clean,FUNGAY_clean_linker_5.xyz,FUNGAY_clean_linker_1.xyz
YUZXAT_clean,YUZXAT_clean_linker_5.xyz,YUZXAT_clean_linker_4.xyz
ZASJAG_clean,ZASJAG_clean_linker_0.xyz,ZASJAG_clean_linker_0.xyz
RUGHUY_clean,RUGHUY_clean_linker_0.xyz,RUGHUY_clean_linker_0.xyz
AWAJIT_clean,AWAJIT_clean_linker_5.xyz,AWAJIT_clean_linker_4.xyz
RACZEC_clean,RACZEC_clean_linker_5.xyz,RACZEC_clean_linker_0.xyz
HOGQIF_clean,HOGQIF_clean_linker_1.xyz,HOGQIF_clean_linker_1.xyz
HADXIW_clean,HADXIW_clean_linker_0.xyz,HADXIW_clean_linker_0.xyz
HADXOC_clean,HADXOC_clean_linker_0.xyz,HADXOC_clean_linker_0.xyz
MUPYIG_clean,MUPYIG_clean_linker_3.xyz,MUPYIG_clean_linker_0.xyz
NOHKOM_clean,NOHKOM_clean_linker_1.xyz,NOHKOM_clean_linker_1.xyz
PASNEE_clean,PASNEE_clean_linker_1.xyz,PASNEE_clean_linker_1.xyz
CUYWUP_clean,CUYWUP_clean_linker_2.xyz,CUYWUP_clean_linker_2.xyz
KEFBEE_clean,KEFBEE_clean_linker_2.xyz,KEFBEE_clean_linker_2.xyz
APAZEY_clean,APAZEY_clean_linker_3.xyz,APAZEY_clean_linker_3.xyz
SONTOF_clean,SONTOF_clean_linker_0.xyz,SONTOF_clean_linker_1.xyz
BETDIP_clean,BETDIP_clean_linker_3.xyz,BETDIP_clean_linker_3.xyz
NAJSUP_clean,NAJSUP_clean_linker_2.xyz,NAJSUP_clean_linker_2.xyz
AZAVUU_clean,AZAVUU_clean_linker_2.xyz,AZAVUU_clean_linker_2.xyz
KETHEY01_clean,KETHEY01_clean_linker_2.xyz,KETHEY01_clean_linker_2.xyz
SABXOL_clean,SABXOL_clean_linker_2.xyz,SABXOL_clean_linker_2.xyz
ELELEN_clean,ELELEN_clean_linker_2.xyz,ELELEN_clean_linker_2.xyz
HUVHIR_clean,HUVHIR_clean_linker_1.xyz,HUVHIR_clean_linker_1.xyz
NATXIR_clean,NATXIR_clean_linker_1.xyz,NATXIR_clean_linker_1.xyz
AFITEP_clean,AFITEP_clean_linker_2.xyz,AFITEP_clean_linker_3.xyz
HEDBEZ_clean,HEDBEZ_clean_linker_1.xyz,HEDBEZ_clean_linker_1.xyz
VITYUU_clean,VITYUU_clean_linker_0.xyz,VITYUU_clean_linker_0.xyz
DURDAX_clean,DURDAX_clean_linker_0.xyz,DURDAX_clean_linker_0.xyz
TECTUS_clean,TECTUS_clean_linker_3.xyz,TECTUS_clean_linker_3.xyz
MAXHUQ_clean,MAXHUQ_clean_linker_0.xyz,MAXHUQ_clean_linker_0.xyz
FAPXEC_clean,FAPXEC_clean_linker_1.xyz,FAPXEC_clean_linker_1.xyz
WEHHOI_clean,WEHHOI_clean_linker_3.xyz,WEHHOI_clean_linker_3.xyz
YARDEC_clean,YARDEC_clean_linker_3.xyz,YARDEC_clean_linker_2.xyz
SETQEP_clean,SETQEP_clean_linker_1.xyz,SETQEP_clean_linker_1.xyz
DACXUB_clean,DACXUB_clean_linker_1.xyz,DACXUB_clean_linker_3.xyz
KOSKUA_clean,KOSKUA_clean_linker_1.xyz,KOSKUA_clean_linker_1.xyz
OWIJEL_clean,OWIJEL_clean_linker_0.xyz,OWIJEL_clean_linker_0.xyz
CUTBOK_clean,CUTBOK_clean_linker_3.xyz,CUTBOK_clean_linker_3.xyz
DIWNAA_clean,DIWNAA_clean_linker_2.xyz,DIWNAA_clean_linker_2.xyz
GUHPAC_clean,GUHPAC_clean_linker_3.xyz,GUHPAC_clean_linker_3.xyz
RUFMUA01_clean,RUFMUA01_clean_linker_0.xyz,RUFMUA01_clean_linker_0.xyz
HAWWEK_clean,HAWWEK_clean_linker_0.xyz,HAWWEK_clean_linker_0.xyz
TATPOV_clean,TATPOV_clean_linker_2.xyz,TATPOV_clean_linker_2.xyz
XENKIM_clean,XENKIM_clean_linker_0.xyz,XENKIM_clean_linker_0.xyz
YOVXEO_clean,YOVXEO_clean_linker_2.xyz,YOVXEO_clean_linker_2.xyz
HIWXER01_SL,HIWXER01_SL_linker_0.xyz,HIWXER01_SL_linker_0.xyz
BONNIC_clean,BONNIC_clean_linker_0.xyz,BONNIC_clean_linker_1.xyz
OTODOS_clean,OTODOS_clean_linker_0.xyz,OTODOS_clean_linker_0.xyz
CUTBIE_clean,CUTBIE_clean_linker_3.xyz,CUTBIE_clean_linker_3.xyz
GONTAG_clean,GONTAG_clean_linker_1.xyz,GONTAG_clean_linker_1.xyz
UVARUF_clean,UVARUF_clean_linker_1.xyz,UVARUF_clean_linker_1.xyz
HEBKEG_clean,HEBKEG_clean_linker_0.xyz,HEBKEG_clean_linker_0.xyz
XUNTIL_clean,XUNTIL_clean_linker_2.xyz,XUNTIL_clean_linker_2.xyz
BEXRUT_clean,BEXRUT_clean_linker_0.xyz,BEXRUT_clean_linker_0.xyz
PURQEZ_clean,PURQEZ_clean_linker_0.xyz,PURQEZ_clean_linker_0.xyz
WODVOB_clean,WODVOB_clean_linker_2.xyz,WODVOB_clean_linker_2.xyz
IZERAI_clean,IZERAI_clean_linker_2.xyz,IZERAI_clean_linker_2.xyz
ILIQEB_clean,ILIQEB_clean_linker_1.xyz,ILIQEB_clean_linker_2.xyz
MAKHAK_clean,MAKHAK_clean_linker_1.xyz,MAKHAK_clean_linker_1.xyz
ESURER04_clean,ESURER04_clean_linker_1.xyz,ESURER04_clean_linker_1.xyz
SAHXAD_clean,SAHXAD_clean_linker_1.xyz,SAHXAD_clean_linker_1.xyz
LELMIA01_clean,LELMIA01_clean_linker_1.xyz,LELMIA01_clean_linker_1.xyz
EBINUA_clean,EBINUA_clean_linker_0.xyz,EBINUA_clean_linker_0.xyz
COWMOR_clean,COWMOR_clean_linker_3.xyz,COWMOR_clean_linker_3.xyz
OBIBEJ_clean,OBIBEJ_clean_linker_1.xyz,OBIBEJ_clean_linker_1.xyz
NAJTAW_clean,NAJTAW_clean_linker_1.xyz,NAJTAW_clean_linker_1.xyz
QIHXIQ_clean,QIHXIQ_clean_linker_0.xyz,QIHXIQ_clean_linker_1.xyz
HAPVEB_clean,HAPVEB_clean_linker_2.xyz,HAPVEB_clean_linker_2.xyz
FEFVES_clean,FEFVES_clean_linker_2.xyz,FEFVES_clean_linker_3.xyz
KEGYAX_clean,KEGYAX_clean_linker_1.xyz,KEGYAX_clean_linker_1.xyz
BACGAQ_clean,BACGAQ_clean_linker_1.xyz,BACGAQ_clean_linker_0.xyz
JUXFAL_clean,JUXFAL_clean_linker_2.xyz,JUXFAL_clean_linker_2.xyz
RESWUI02_clean,RESWUI02_clean_linker_0.xyz,RESWUI02_clean_linker_0.xyz
ODIVUU_clean,ODIVUU_clean_linker_0.xyz,ODIVUU_clean_linker_1.xyz
LAZJAZ_SL,LAZJAZ_SL_linker_1.xyz,LAZJAZ_SL_linker_0.xyz
SOJTOC_clean,SOJTOC_clean_linker_2.xyz,SOJTOC_clean_linker_2.xyz
HIHGUC_clean,HIHGUC_clean_linker_3.xyz,HIHGUC_clean_linker_3.xyz
GONNAA_clean,GONNAA_clean_linker_2.xyz,GONNAA_clean_linker_2.xyz
OXAMIK_clean,OXAMIK_clean_linker_0.xyz,OXAMIK_clean_linker_0.xyz
SUWBET_clean,SUWBET_clean_linker_0.xyz,SUWBET_clean_linker_0.xyz
JUSKAL_clean,JUSKAL_clean_linker_0.xyz,JUSKAL_clean_linker_1.xyz
COKROL_clean,COKROL_clean_linker_0.xyz,COKROL_clean_linker_0.xyz
FIFPAM_clean,FIFPAM_clean_linker_1.xyz,FIFPAM_clean_linker_0.xyz
SABYIG_clean,SABYIG_clean_linker_0.xyz,SABYIG_clean_linker_0.xyz
CAYDUD_clean,CAYDUD_clean_linker_3.xyz,CAYDUD_clean_linker_3.xyz
GAQKOB_clean,GAQKOB_clean_linker_1.xyz,GAQKOB_clean_linker_1.xyz
UJULIW_clean,UJULIW_clean_linker_1.xyz,UJULIW_clean_linker_1.xyz
GARLUJ_clean,GARLUJ_clean_linker_3.xyz,GARLUJ_clean_linker_3.xyz
LUFNAC02_clean,LUFNAC02_clean_linker_0.xyz,LUFNAC02_clean_linker_0.xyz
DAXHIV_clean,DAXHIV_clean_linker_0.xyz,DAXHIV_clean_linker_3.xyz
ETEKAQ_clean,ETEKAQ_clean_linker_1.xyz,ETEKAQ_clean_linker_1.xyz
TUTHOG_clean,TUTHOG_clean_linker_2.xyz,TUTHOG_clean_linker_2.xyz
OWIHIN_clean,OWIHIN_clean_linker_1.xyz,OWIHIN_clean_linker_1.xyz
MITSAK_clean,MITSAK_clean_linker_3.xyz,MITSAK_clean_linker_3.xyz
IXAMEA_clean,IXAMEA_clean_linker_1.xyz,IXAMEA_clean_linker_1.xyz
WUPNIF_clean,WUPNIF_clean_linker_2.xyz,WUPNIF_clean_linker_2.xyz
ATEYED_clean,ATEYED_clean_linker_0.xyz,ATEYED_clean_linker_0.xyz
MALWUU_clean,MALWUU_clean_linker_0.xyz,MALWUU_clean_linker_0.xyz
ARUCUN_clean,ARUCUN_clean_linker_1.xyz,ARUCUN_clean_linker_0.xyz
DONNAW01_SL,DONNAW01_SL_linker_0.xyz,DONNAW01_SL_linker_0.xyz
QUQFIS_clean,QUQFIS_clean_linker_0.xyz,QUQFIS_clean_linker_0.xyz
DIYKED_clean,DIYKED_clean_linker_2.xyz,DIYKED_clean_linker_3.xyz
JUGQOT_clean,JUGQOT_clean_linker_2.xyz,JUGQOT_clean_linker_1.xyz
EDABOC_clean,EDABOC_clean_linker_0.xyz,EDABOC_clean_linker_1.xyz
BETDEL_clean,BETDEL_clean_linker_3.xyz,BETDEL_clean_linker_3.xyz
KUTHOY_clean,KUTHOY_clean_linker_2.xyz,KUTHOY_clean_linker_2.xyz
MUGHED_clean,MUGHED_clean_linker_1.xyz,MUGHED_clean_linker_1.xyz
WOJZAY_clean,WOJZAY_clean_linker_2.xyz,WOJZAY_clean_linker_2.xyz
KOXFUA_clean,KOXFUA_clean_linker_3.xyz,KOXFUA_clean_linker_3.xyz
MOJNAC_clean,MOJNAC_clean_linker_0.xyz,MOJNAC_clean_linker_0.xyz
USORUR_clean,USORUR_clean_linker_0.xyz,USORUR_clean_linker_0.xyz
EDIKIL_clean,EDIKIL_clean_linker_3.xyz,EDIKIL_clean_linker_3.xyz
CAVSUP_clean,CAVSUP_clean_linker_0.xyz,CAVSUP_clean_linker_0.xyz
JIVSEN_clean,JIVSEN_clean_linker_0.xyz,JIVSEN_clean_linker_1.xyz
WOWBIV_clean,WOWBIV_clean_linker_3.xyz,WOWBIV_clean_linker_3.xyz
SETQOZ_SL,SETQOZ_SL_linker_1.xyz,SETQOZ_SL_linker_1.xyz
ALAMUW_clean,ALAMUW_clean_linker_1.xyz,ALAMUW_clean_linker_1.xyz
IRELAU_clean,IRELAU_clean_linker_2.xyz,IRELAU_clean_linker_2.xyz
XEXLET_clean,XEXLET_clean_linker_1.xyz,XEXLET_clean_linker_1.xyz
UVASAM_clean,UVASAM_clean_linker_0.xyz,UVASAM_clean_linker_0.xyz
NAHDIM_clean,NAHDIM_clean_linker_1.xyz,NAHDIM_clean_linker_1.xyz
RORVAX_clean,RORVAX_clean_linker_1.xyz,RORVAX_clean_linker_1.xyz
OKELIB_clean,OKELIB_clean_linker_1.xyz,OKELIB_clean_linker_1.xyz
EBINUA02_clean,EBINUA02_clean_linker_0.xyz,EBINUA02_clean_linker_0.xyz
OWIJIP_clean,OWIJIP_clean_linker_0.xyz,OWIJIP_clean_linker_0.xyz
MITSUE_clean,MITSUE_clean_linker_0.xyz,MITSUE_clean_linker_0.xyz
RAJFAM_clean,RAJFAM_clean_linker_0.xyz,RAJFAM_clean_linker_0.xyz
XOCWET_clean,XOCWET_clean_linker_1.xyz,XOCWET_clean_linker_1.xyz
DAXHIV01_clean,DAXHIV01_clean_linker_0.xyz,DAXHIV01_clean_linker_3.xyz
EBEXAM_clean,EBEXAM_clean_linker_0.xyz,EBEXAM_clean_linker_0.xyz
YAWBAC_clean,YAWBAC_clean_linker_1.xyz,YAWBAC_clean_linker_1.xyz
AMUFEV_clean,AMUFEV_clean_linker_2.xyz,AMUFEV_clean_linker_1.xyz
VEMMEG_clean,VEMMEG_clean_linker_2.xyz,VEMMEG_clean_linker_2.xyz
DOYHOQ_clean,DOYHOQ_clean_linker_2.xyz,DOYHOQ_clean_linker_2.xyz
RUGGOR_clean,RUGGOR_clean_linker_2.xyz,RUGGOR_clean_linker_2.xyz
IQINAZ_clean,IQINAZ_clean_linker_2.xyz,IQINAZ_clean_linker_0.xyz
MUHNAG_clean,MUHNAG_clean_linker_2.xyz,MUHNAG_clean_linker_0.xyz
MIHLEV_clean,MIHLEV_clean_linker_2.xyz,MIHLEV_clean_linker_0.xyz
YITHOA01_clean,YITHOA01_clean_linker_2.xyz,YITHOA01_clean_linker_0.xyz
INIXOT_clean,INIXOT_clean_linker_0.xyz,INIXOT_clean_linker_0.xyz
RUYVEO_clean,RUYVEO_clean_linker_2.xyz,RUYVEO_clean_linker_2.xyz
GUFBOA_clean,GUFBOA_clean_linker_2.xyz,GUFBOA_clean_linker_1.xyz
ZOMNUM_clean,ZOMNUM_clean_linker_0.xyz,ZOMNUM_clean_linker_0.xyz
AFOTUL_clean,AFOTUL_clean_linker_2.xyz,AFOTUL_clean_linker_2.xyz
WOBHEB_clean,WOBHEB_clean_linker_2.xyz,WOBHEB_clean_linker_2.xyz
JOYKUF_clean,JOYKUF_clean_linker_2.xyz,JOYKUF_clean_linker_2.xyz
EHAGIF_clean,EHAGIF_clean_linker_2.xyz,EHAGIF_clean_linker_2.xyz
HUXHEP01_clean,HUXHEP01_clean_linker_2.xyz,HUXHEP01_clean_linker_1.xyz
ZOMNEW_clean,ZOMNEW_clean_linker_0.xyz,ZOMNEW_clean_linker_0.xyz
RUYQOT_clean,RUYQOT_clean_linker_2.xyz,RUYQOT_clean_linker_2.xyz
RUGJAG_clean,RUGJAG_clean_linker_0.xyz,RUGJAG_clean_linker_0.xyz
XAJQAC_SL,XAJQAC_SL_linker_1.xyz,XAJQAC_SL_linker_1.xyz
VAPBEV_clean,VAPBEV_clean_linker_0.xyz,VAPBEV_clean_linker_0.xyz
NAHHAI_clean,NAHHAI_clean_linker_0.xyz,NAHHAI_clean_linker_0.xyz
RUHCED_SL,RUHCED_SL_linker_1.xyz,RUHCED_SL_linker_1.xyz
OYIVIC_clean,OYIVIC_clean_linker_0.xyz,OYIVIC_clean_linker_0.xyz
ZOXNEH_clean,ZOXNEH_clean_linker_1.xyz,ZOXNEH_clean_linker_1.xyz
POHLUV_clean,POHLUV_clean_linker_0.xyz,POHLUV_clean_linker_0.xyz
KOGYIP_clean,KOGYIP_clean_linker_1.xyz,KOGYIP_clean_linker_1.xyz
EMIYEF_clean,EMIYEF_clean_linker_0.xyz,EMIYEF_clean_linker_0.xyz
CUKXUC_clean,CUKXUC_clean_linker_0.xyz,CUKXUC_clean_linker_0.xyz
XOVPUU_clean,XOVPUU_clean_linker_1.xyz,XOVPUU_clean_linker_1.xyz
KUCDOD_clean,KUCDOD_clean_linker_0.xyz,KUCDOD_clean_linker_0.xyz
ADODII_clean,ADODII_clean_linker_0.xyz,ADODII_clean_linker_0.xyz
XENMOU_SL,XENMOU_SL_linker_1.xyz,XENMOU_SL_linker_1.xyz
TAKTIL_clean,TAKTIL_clean_linker_1.xyz,TAKTIL_clean_linker_1.xyz
ARAFIJ_clean,ARAFIJ_clean_linker_1.xyz,ARAFIJ_clean_linker_1.xyz
CELZEA_clean,CELZEA_clean_linker_1.xyz,CELZEA_clean_linker_1.xyz
ADODUU_clean,ADODUU_clean_linker_0.xyz,ADODUU_clean_linker_0.xyz
VAYFUY_clean,VAYFUY_clean_linker_1.xyz,VAYFUY_clean_linker_1.xyz
ENITAX_clean,ENITAX_clean_linker_1.xyz,ENITAX_clean_linker_1.xyz
RUNXUV_clean,RUNXUV_clean_linker_0.xyz,RUNXUV_clean_linker_0.xyz
LOSBOM_clean,LOSBOM_clean_linker_1.xyz,LOSBOM_clean_linker_1.xyz
CISMEY_clean,CISMEY_clean_linker_0.xyz,CISMEY_clean_linker_0.xyz
UHISOU_clean,UHISOU_clean_linker_0.xyz,UHISOU_clean_linker_0.xyz
LUFNAC_clean,LUFNAC_clean_linker_0.xyz,LUFNAC_clean_linker_0.xyz
IXISOZ02_clean,IXISOZ02_clean_linker_2.xyz,IXISOZ02_clean_linker_2.xyz
BAXSIE_clean,BAXSIE_clean_linker_3.xyz,BAXSIE_clean_linker_3.xyz
CUNQOT_clean,CUNQOT_clean_linker_3.xyz,CUNQOT_clean_linker_2.xyz
WUDTOG_clean,WUDTOG_clean_linker_0.xyz,WUDTOG_clean_linker_0.xyz
GUXSEY_clean,GUXSEY_clean_linker_4.xyz,GUXSEY_clean_linker_4.xyz
AVETEC_clean,AVETEC_clean_linker_0.xyz,AVETEC_clean_linker_0.xyz
XEGKOL_clean,XEGKOL_clean_linker_5.xyz,XEGKOL_clean_linker_5.xyz
HAHCUR_clean,HAHCUR_clean_linker_3.xyz,HAHCUR_clean_linker_2.xyz
BAZGAM_clean,BAZGAM_clean_linker_0.xyz,BAZGAM_clean_linker_0.xyz
WENKOR_clean,WENKOR_clean_linker_2.xyz,WENKOR_clean_linker_2.xyz
OKIWUB02_clean,OKIWUB02_clean_linker_0.xyz,OKIWUB02_clean_linker_0.xyz
XULRIH_clean,XULRIH_clean_linker_0.xyz,XULRIH_clean_linker_1.xyz
NUYQUU_clean,NUYQUU_clean_linker_0.xyz,NUYQUU_clean_linker_0.xyz
BAEDTA01_clean,BAEDTA01_clean_linker_4.xyz,BAEDTA01_clean_linker_4.xyz
HOGSIG_clean,HOGSIG_clean_linker_2.xyz,HOGSIG_clean_linker_2.xyz
EQEROJ_clean,EQEROJ_clean_linker_6.xyz,EQEROJ_clean_linker_7.xyz
VUQJUN_clean,VUQJUN_clean_linker_5.xyz,VUQJUN_clean_linker_5.xyz
LIWXIZ_clean,LIWXIZ_clean_linker_2.xyz,LIWXIZ_clean_linker_3.xyz
HICZAW_clean,HICZAW_clean_linker_1.xyz,HICZAW_clean_linker_1.xyz
NUFBUN_clean,NUFBUN_clean_linker_0.xyz,NUFBUN_clean_linker_3.xyz
DITXOU_clean,DITXOU_clean_linker_2.xyz,DITXOU_clean_linker_2.xyz
RIBDAJ_clean,RIBDAJ_clean_linker_1.xyz,RIBDAJ_clean_linker_1.xyz
HAZGOF01_clean_h,HAZGOF01_clean_h_linker_2.xyz,HAZGOF01_clean_h_linker_2.xyz
UVEVAT_clean,UVEVAT_clean_linker_0.xyz,UVEVAT_clean_linker_0.xyz
EPEYAB_clean,EPEYAB_clean_linker_5.xyz,EPEYAB_clean_linker_5.xyz
NUHQIS_clean,NUHQIS_clean_linker_1.xyz,NUHQIS_clean_linker_1.xyz
PAPVAF_clean,PAPVAF_clean_linker_1.xyz,PAPVAF_clean_linker_1.xyz
VUQJUN01_clean,VUQJUN01_clean_linker_2.xyz,VUQJUN01_clean_linker_2.xyz
DAWWEF_clean,DAWWEF_clean_linker_2.xyz,DAWWEF_clean_linker_2.xyz
YOYQIO_clean,YOYQIO_clean_linker_2.xyz,YOYQIO_clean_linker_2.xyz
EBEWIT_clean,EBEWIT_clean_linker_2.xyz,EBEWIT_clean_linker_2.xyz
CISLUN_clean,CISLUN_clean_linker_6.xyz,CISLUN_clean_linker_6.xyz
PEDMOB_clean,PEDMOB_clean_linker_3.xyz,PEDMOB_clean_linker_5.xyz
DEZKAW_clean,DEZKAW_clean_linker_6.xyz,DEZKAW_clean_linker_6.xyz
QUPHUF_clean,QUPHUF_clean_linker_2.xyz,QUPHUF_clean_linker_0.xyz
PODKUQ_clean,PODKUQ_clean_linker_1.xyz,PODKUQ_clean_linker_1.xyz
AVUJIL_clean,AVUJIL_clean_linker_0.xyz,AVUJIL_clean_linker_5.xyz
XOJCUV_clean,XOJCUV_clean_linker_3.xyz,XOJCUV_clean_linker_3.xyz
RUYTIQ_clean,RUYTIQ_clean_linker_1.xyz,RUYTIQ_clean_linker_1.xyz
QULMIU_clean,QULMIU_clean_linker_2.xyz,QULMIU_clean_linker_2.xyz
POSFOU_clean,POSFOU_clean_linker_6.xyz,POSFOU_clean_linker_6.xyz
YAJXIT_clean,YAJXIT_clean_linker_2.xyz,YAJXIT_clean_linker_2.xyz
RUVMUR_clean,RUVMUR_clean_linker_6.xyz,RUVMUR_clean_linker_7.xyz
EHAFOK_clean,EHAFOK_clean_linker_2.xyz,EHAFOK_clean_linker_2.xyz
UXUYUI_clean,UXUYUI_clean_linker_3.xyz,UXUYUI_clean_linker_3.xyz
ZOHBEF_clean,ZOHBEF_clean_linker_4.xyz,ZOHBEF_clean_linker_3.xyz
TEYLIU_clean,TEYLIU_clean_linker_2.xyz,TEYLIU_clean_linker_2.xyz
HIWXER_clean,HIWXER_clean_linker_1.xyz,HIWXER_clean_linker_1.xyz
PATNAB_clean,PATNAB_clean_linker_5.xyz,PATNAB_clean_linker_5.xyz
GETXAG01_clean,GETXAG01_clean_linker_0.xyz,GETXAG01_clean_linker_2.xyz
QOFDOG_clean,QOFDOG_clean_linker_6.xyz,QOFDOG_clean_linker_6.xyz
OKITAE_clean,OKITAE_clean_linker_6.xyz,OKITAE_clean_linker_0.xyz
NIJTOR_clean,NIJTOR_clean_linker_1.xyz,NIJTOR_clean_linker_2.xyz
TAMHUM_clean,TAMHUM_clean_linker_1.xyz,TAMHUM_clean_linker_1.xyz
LUFNAC04_clean,LUFNAC04_clean_linker_3.xyz,LUFNAC04_clean_linker_3.xyz
OHAZAZ_clean,OHAZAZ_clean_linker_0.xyz,OHAZAZ_clean_linker_0.xyz
RAWZIA_clean,RAWZIA_clean_linker_1.xyz,RAWZIA_clean_linker_1.xyz
TEWGEJ_clean,TEWGEJ_clean_linker_1.xyz,TEWGEJ_clean_linker_0.xyz
HOMRIL_clean,HOMRIL_clean_linker_0.xyz,HOMRIL_clean_linker_0.xyz
DUKYOZ_clean,DUKYOZ_clean_linker_1.xyz,DUKYOZ_clean_linker_1.xyz
KODSUT_clean,KODSUT_clean_linker_0.xyz,KODSUT_clean_linker_0.xyz
ZEZFIV_clean,ZEZFIV_clean_linker_4.xyz,ZEZFIV_clean_linker_4.xyz
BURQIQ_clean,BURQIQ_clean_linker_0.xyz,BURQIQ_clean_linker_0.xyz
HICVOG_clean,HICVOG_clean_linker_3.xyz,HICVOG_clean_linker_2.xyz
NUTYEI_clean,NUTYEI_clean_linker_2.xyz,NUTYEI_clean_linker_2.xyz
QOVDAH_clean,QOVDAH_clean_linker_1.xyz,QOVDAH_clean_linker_1.xyz
ASEJOZ_clean,ASEJOZ_clean_linker_3.xyz,ASEJOZ_clean_linker_3.xyz
XUYXAR_clean,XUYXAR_clean_linker_3.xyz,XUYXAR_clean_linker_3.xyz
IKOVAH_clean,IKOVAH_clean_linker_3.xyz,IKOVAH_clean_linker_3.xyz
YOCDUR_clean,YOCDUR_clean_linker_7.xyz,YOCDUR_clean_linker_7.xyz
TOFQEM_clean,TOFQEM_clean_linker_2.xyz,TOFQEM_clean_linker_2.xyz
IQABEJ_clean,IQABEJ_clean_linker_5.xyz,IQABEJ_clean_linker_6.xyz
GIKQIC_clean,GIKQIC_clean_linker_5.xyz,GIKQIC_clean_linker_4.xyz
AWEJIW_clean,AWEJIW_clean_linker_1.xyz,AWEJIW_clean_linker_1.xyz
ASUJIJ_clean,ASUJIJ_clean_linker_7.xyz,ASUJIJ_clean_linker_6.xyz
MUWQEB_clean,MUWQEB_clean_linker_2.xyz,MUWQEB_clean_linker_2.xyz
TOBKEC_clean,TOBKEC_clean_linker_3.xyz,TOBKEC_clean_linker_3.xyz
SUTJIC_clean,SUTJIC_clean_linker_3.xyz,SUTJIC_clean_linker_2.xyz
POWBIO_clean,POWBIO_clean_linker_3.xyz,POWBIO_clean_linker_0.xyz
HOWPIU_clean,HOWPIU_clean_linker_5.xyz,HOWPIU_clean_linker_5.xyz
ISIKIF_clean,ISIKIF_clean_linker_2.xyz,ISIKIF_clean_linker_2.xyz
MAGBON_clean,MAGBON_clean_linker_3.xyz,MAGBON_clean_linker_3.xyz
ZUVTEP_clean,ZUVTEP_clean_linker_4.xyz,ZUVTEP_clean_linker_4.xyz
NARPOO_clean,NARPOO_clean_linker_1.xyz,NARPOO_clean_linker_1.xyz
HAZNON_clean,HAZNON_clean_linker_7.xyz,HAZNON_clean_linker_7.xyz
LAVTIN_clean,LAVTIN_clean_linker_2.xyz,LAVTIN_clean_linker_2.xyz
EXIDOF_clean,EXIDOF_clean_linker_4.xyz,EXIDOF_clean_linker_4.xyz
QOVSOL_clean,QOVSOL_clean_linker_2.xyz,QOVSOL_clean_linker_3.xyz
FUSMUC_clean,FUSMUC_clean_linker_3.xyz,FUSMUC_clean_linker_3.xyz
XOVQAB_clean,XOVQAB_clean_linker_0.xyz,XOVQAB_clean_linker_1.xyz
QOFCAR_clean,QOFCAR_clean_linker_5.xyz,QOFCAR_clean_linker_5.xyz
LOSXIC_clean,LOSXIC_clean_linker_2.xyz,LOSXIC_clean_linker_2.xyz
CAKXOD_clean,CAKXOD_clean_linker_2.xyz,CAKXOD_clean_linker_4.xyz
ZEDQEG_clean,ZEDQEG_clean_linker_2.xyz,ZEDQEG_clean_linker_2.xyz
UXIQOJ_clean,UXIQOJ_clean_linker_0.xyz,UXIQOJ_clean_linker_0.xyz
FALQEQ_clean,FALQEQ_clean_linker_3.xyz,FALQEQ_clean_linker_3.xyz
SOCNAB_clean,SOCNAB_clean_linker_3.xyz,SOCNAB_clean_linker_0.xyz
SODQOT_clean,SODQOT_clean_linker_2.xyz,SODQOT_clean_linker_2.xyz
QITYOI_clean,QITYOI_clean_linker_0.xyz,QITYOI_clean_linker_0.xyz
NORJEL_clean,NORJEL_clean_linker_4.xyz,NORJEL_clean_linker_6.xyz
BEXPAX_clean,BEXPAX_clean_linker_1.xyz,BEXPAX_clean_linker_1.xyz
SIZNIA_clean,SIZNIA_clean_linker_0.xyz,SIZNIA_clean_linker_0.xyz
PETWOC_clean,PETWOC_clean_linker_0.xyz,PETWOC_clean_linker_0.xyz
KINLAW_clean,KINLAW_clean_linker_7.xyz,KINLAW_clean_linker_6.xyz
QEBKUF_SL,QEBKUF_SL_linker_4.xyz,QEBKUF_SL_linker_5.xyz
NAQQON_clean,NAQQON_clean_linker_1.xyz,NAQQON_clean_linker_1.xyz
NAYZOE_clean,NAYZOE_clean_linker_7.xyz,NAYZOE_clean_linker_7.xyz
IWOSAP_clean,IWOSAP_clean_linker_4.xyz,IWOSAP_clean_linker_4.xyz
SETRAM_clean,SETRAM_clean_linker_6.xyz,SETRAM_clean_linker_6.xyz
GAJZOI_clean,GAJZOI_clean_linker_1.xyz,GAJZOI_clean_linker_1.xyz
NUDMAC_clean,NUDMAC_clean_linker_2.xyz,NUDMAC_clean_linker_2.xyz
