name,linker1,linker2
BUCVAY_clean,BUCVAY_clean_linker_10.xyz,BUCVAY_clean_linker_11.xyz
SADMUH_SL,SADMUH_SL_linker_0.xyz,SADMUH_SL_linker_0.xyz
PAPXUB_clean,PAPXUB_clean_linker_1.xyz,PAPXUB_clean_linker_2.xyz
NUHRAL_clean,NUHRAL_clean_linker_6.xyz,NUHRAL_clean_linker_6.xyz
KUMJIN_clean,KUMJIN_clean_linker_5.xyz,KUMJIN_clean_linker_5.xyz
LUMYUP_clean,LUMYUP_clean_linker_5.xyz,LUMYUP_clean_linker_2.xyz
OHUMEL_clean,OHUMEL_clean_linker_2.xyz,OHUMEL_clean_linker_2.xyz
RUHFOR_clean,RUHFOR_clean_linker_2.xyz,RUHFOR_clean_linker_2.xyz
GEVYEN_clean,GEVYEN_clean_linker_2.xyz,GEVYEN_clean_linker_3.xyz
OWUHOF_clean,OWUHOF_clean_linker_0.xyz,OWUHOF_clean_linker_5.xyz
LOLREL_clean,LOLREL_clean_linker_1.xyz,LOLREL_clean_linker_2.xyz
RUFRIV_clean,RUFRIV_clean_linker_9.xyz,RUFRIV_clean_linker_8.xyz
DUBBEI_clean,DUBBEI_clean_linker_14.xyz,DUBBEI_clean_linker_3.xyz
HOCDIO_clean,HOCDIO_clean_linker_3.xyz,HOCDIO_clean_linker_5.xyz
HUZKUJ_clean,HUZKUJ_clean_linker_12.xyz,HUZKUJ_clean_linker_9.xyz
AXUDII04_clean,AXUDII04_clean_linker_1.xyz,AXUDII04_clean_linker_1.xyz
VEGXOW_clean,VEGXOW_clean_linker_6.xyz,VEGXOW_clean_linker_6.xyz
HASNUN_clean,HASNUN_clean_linker_6.xyz,HASNUN_clean_linker_6.xyz
KOHKOI_clean,KOHKOI_clean_linker_15.xyz,KOHKOI_clean_linker_12.xyz
YARKEJ_clean,YARKEJ_clean_linker_1.xyz,YARKEJ_clean_linker_0.xyz
REHHOD_clean,REHHOD_clean_linker_6.xyz,REHHOD_clean_linker_6.xyz
FURRAM_clean,FURRAM_clean_linker_4.xyz,FURRAM_clean_linker_4.xyz
JIXWUJ02_clean,JIXWUJ02_clean_linker_8.xyz,JIXWUJ02_clean_linker_8.xyz
ISIMAZ_clean,ISIMAZ_clean_linker_0.xyz,ISIMAZ_clean_linker_1.xyz
TISKOW_clean,TISKOW_clean_linker_9.xyz,TISKOW_clean_linker_8.xyz
NIMXIS_clean,NIMXIS_clean_linker_3.xyz,NIMXIS_clean_linker_2.xyz
MAQZOV_clean,MAQZOV_clean_linker_7.xyz,MAQZOV_clean_linker_4.xyz
VAGBEN_clean,VAGBEN_clean_linker_3.xyz,VAGBEN_clean_linker_3.xyz
TIKXER_clean,TIKXER_clean_linker_9.xyz,TIKXER_clean_linker_11.xyz
LARXUA_clean,LARXUA_clean_linker_8.xyz,LARXUA_clean_linker_8.xyz
IYAJUP_clean,IYAJUP_clean_linker_0.xyz,IYAJUP_clean_linker_0.xyz
GISZUF_clean,GISZUF_clean_linker_0.xyz,GISZUF_clean_linker_14.xyz
TEDXOR_clean,TEDXOR_clean_linker_2.xyz,TEDXOR_clean_linker_1.xyz
QAQNOO_clean,QAQNOO_clean_linker_14.xyz,QAQNOO_clean_linker_15.xyz
COSMII_clean,COSMII_clean_linker_5.xyz,COSMII_clean_linker_5.xyz
QOVSUR_clean,QOVSUR_clean_linker_18.xyz,QOVSUR_clean_linker_5.xyz
ZUHSEC_clean,ZUHSEC_clean_linker_1.xyz,ZUHSEC_clean_linker_1.xyz
FOXNIQ_clean,FOXNIQ_clean_linker_6.xyz,FOXNIQ_clean_linker_6.xyz
MOFKUO_clean,MOFKUO_clean_linker_7.xyz,MOFKUO_clean_linker_7.xyz
OCUTEM_clean,OCUTEM_clean_linker_3.xyz,OCUTEM_clean_linker_3.xyz
ALUJEX_clean,ALUJEX_clean_linker_3.xyz,ALUJEX_clean_linker_3.xyz
FILYEG_clean,FILYEG_clean_linker_8.xyz,FILYEG_clean_linker_8.xyz
FAVGIV_clean,FAVGIV_clean_linker_2.xyz,FAVGIV_clean_linker_2.xyz
VERZUP_clean,VERZUP_clean_linker_0.xyz,VERZUP_clean_linker_0.xyz
QOFKUT_clean,QOFKUT_clean_linker_3.xyz,QOFKUT_clean_linker_3.xyz
ACALIB_clean,ACALIB_clean_linker_0.xyz,ACALIB_clean_linker_0.xyz
SEVLEM_clean,SEVLEM_clean_linker_34.xyz,SEVLEM_clean_linker_34.xyz
JIZJOT_clean,JIZJOT_clean_linker_5.xyz,JIZJOT_clean_linker_4.xyz
FAHPOV_clean,FAHPOV_clean_linker_0.xyz,FAHPOV_clean_linker_0.xyz
KOMJON_clean,KOMJON_clean_linker_18.xyz,KOMJON_clean_linker_18.xyz
GIYTIS_SL,GIYTIS_SL_linker_0.xyz,GIYTIS_SL_linker_2.xyz
HOKLIE_clean,HOKLIE_clean_linker_6.xyz,HOKLIE_clean_linker_5.xyz
DADNII_clean,DADNII_clean_linker_9.xyz,DADNII_clean_linker_0.xyz
ISIYUF01_clean,ISIYUF01_clean_linker_41.xyz,ISIYUF01_clean_linker_55.xyz
XUWSUD_clean,XUWSUD_clean_linker_4.xyz,XUWSUD_clean_linker_4.xyz
FERVOP_clean,FERVOP_clean_linker_0.xyz,FERVOP_clean_linker_3.xyz
ETAXIH_clean,ETAXIH_clean_linker_3.xyz,ETAXIH_clean_linker_3.xyz
ZECKID_clean,ZECKID_clean_linker_2.xyz,ZECKID_clean_linker_2.xyz
XADGAM_clean,XADGAM_clean_linker_0.xyz,XADGAM_clean_linker_3.xyz
EMAGAB_clean,EMAGAB_clean_linker_3.xyz,EMAGAB_clean_linker_0.xyz
RUGPEQ_clean,RUGPEQ_clean_linker_3.xyz,RUGPEQ_clean_linker_2.xyz
ERUNIQ_clean,ERUNIQ_clean_linker_1.xyz,ERUNIQ_clean_linker_1.xyz
XEGJIE_clean,XEGJIE_clean_linker_4.xyz,XEGJIE_clean_linker_4.xyz
HOFSUS_clean,HOFSUS_clean_linker_0.xyz,HOFSUS_clean_linker_0.xyz
HIHGAI_clean,HIHGAI_clean_linker_0.xyz,HIHGAI_clean_linker_0.xyz
SANGUM_clean,SANGUM_clean_linker_5.xyz,SANGUM_clean_linker_3.xyz
VAGBOX_clean,VAGBOX_clean_linker_10.xyz,VAGBOX_clean_linker_10.xyz
MUJRIT_clean,MUJRIT_clean_linker_11.xyz,MUJRIT_clean_linker_9.xyz
DILXED_clean,DILXED_clean_linker_13.xyz,DILXED_clean_linker_12.xyz
OQEPUW_clean,OQEPUW_clean_linker_0.xyz,OQEPUW_clean_linker_0.xyz
SARNOQ_clean,SARNOQ_clean_linker_4.xyz,SARNOQ_clean_linker_4.xyz
KEFFEI_clean,KEFFEI_clean_linker_1.xyz,KEFFEI_clean_linker_1.xyz
KIFKEQ_clean,KIFKEQ_clean_linker_0.xyz,KIFKEQ_clean_linker_0.xyz
LUFQUZ01_clean,LUFQUZ01_clean_linker_1.xyz,LUFQUZ01_clean_linker_1.xyz
FEZQEI_clean,FEZQEI_clean_linker_9.xyz,FEZQEI_clean_linker_0.xyz
DARJOX_clean,DARJOX_clean_linker_5.xyz,DARJOX_clean_linker_5.xyz
FONPUV_clean,FONPUV_clean_linker_3.xyz,FONPUV_clean_linker_3.xyz
LETDEU_clean,LETDEU_clean_linker_4.xyz,LETDEU_clean_linker_4.xyz
QUNWAZ_clean,QUNWAZ_clean_linker_2.xyz,QUNWAZ_clean_linker_1.xyz
HOCDOU_clean,HOCDOU_clean_linker_6.xyz,HOCDOU_clean_linker_1.xyz
RUGNUE_clean,RUGNUE_clean_linker_2.xyz,RUGNUE_clean_linker_2.xyz
KOSJUZ_clean,KOSJUZ_clean_linker_2.xyz,KOSJUZ_clean_linker_2.xyz
EHAGOL_clean,EHAGOL_clean_linker_2.xyz,EHAGOL_clean_linker_2.xyz
LUFQUZ02_clean,LUFQUZ02_clean_linker_4.xyz,LUFQUZ02_clean_linker_0.xyz
RUVBOB_clean,RUVBOB_clean_linker_6.xyz,RUVBOB_clean_linker_6.xyz
VUCTUK_clean,VUCTUK_clean_linker_4.xyz,VUCTUK_clean_linker_0.xyz
HABKOM_clean,HABKOM_clean_linker_11.xyz,HABKOM_clean_linker_11.xyz
FALZEY_clean,FALZEY_clean_linker_8.xyz,FALZEY_clean_linker_8.xyz
FITJEY_clean,FITJEY_clean_linker_19.xyz,FITJEY_clean_linker_1.xyz
TAZLUD_clean,TAZLUD_clean_linker_14.xyz,TAZLUD_clean_linker_14.xyz
SERCEZ_clean,SERCEZ_clean_linker_11.xyz,SERCEZ_clean_linker_8.xyz
XILLIP_clean,XILLIP_clean_linker_8.xyz,XILLIP_clean_linker_8.xyz
KIGCEK_clean,KIGCEK_clean_linker_4.xyz,KIGCEK_clean_linker_4.xyz
TAJXIO06_clean,TAJXIO06_clean_linker_58.xyz,TAJXIO06_clean_linker_59.xyz
HISGIB_clean,HISGIB_clean_linker_1.xyz,HISGIB_clean_linker_1.xyz
FIJDIM10_clean,FIJDIM10_clean_linker_4.xyz,FIJDIM10_clean_linker_4.xyz
POSFIO_clean,POSFIO_clean_linker_8.xyz,POSFIO_clean_linker_8.xyz
TUFTAR_clean,TUFTAR_clean_linker_4.xyz,TUFTAR_clean_linker_1.xyz
LIJNOJ01_clean,LIJNOJ01_clean_linker_14.xyz,LIJNOJ01_clean_linker_14.xyz
EQUNEL_clean,EQUNEL_clean_linker_9.xyz,EQUNEL_clean_linker_9.xyz
SANHOH_clean,SANHOH_clean_linker_4.xyz,SANHOH_clean_linker_1.xyz
FIVQIL_clean,FIVQIL_clean_linker_9.xyz,FIVQIL_clean_linker_9.xyz
YUWHOO_SL,YUWHOO_SL_linker_9.xyz,YUWHOO_SL_linker_9.xyz
YOYPUZ_clean,YOYPUZ_clean_linker_4.xyz,YOYPUZ_clean_linker_4.xyz
HAZGOF07_clean_h,HAZGOF07_clean_h_linker_4.xyz,HAZGOF07_clean_h_linker_4.xyz
OBIBAF_clean,OBIBAF_clean_linker_15.xyz,OBIBAF_clean_linker_10.xyz
POVZOR_clean,POVZOR_clean_linker_4.xyz,POVZOR_clean_linker_1.xyz
ZALDUO_clean,ZALDUO_clean_linker_8.xyz,ZALDUO_clean_linker_8.xyz
AWIBEO_clean,AWIBEO_clean_linker_19.xyz,AWIBEO_clean_linker_19.xyz
NUWBOX_clean,NUWBOX_clean_linker_14.xyz,NUWBOX_clean_linker_14.xyz
KIYTOD_clean,KIYTOD_clean_linker_14.xyz,KIYTOD_clean_linker_10.xyz
YOYTUD_clean,YOYTUD_clean_linker_9.xyz,YOYTUD_clean_linker_0.xyz
DOTYES_clean,DOTYES_clean_linker_8.xyz,DOTYES_clean_linker_9.xyz
BUPVEP_clean,BUPVEP_clean_linker_9.xyz,BUPVEP_clean_linker_9.xyz
GUMBIA_clean,GUMBIA_clean_linker_5.xyz,GUMBIA_clean_linker_4.xyz
CUKVUA_clean,CUKVUA_clean_linker_4.xyz,CUKVUA_clean_linker_5.xyz
SOJKOT03_clean,SOJKOT03_clean_linker_10.xyz,SOJKOT03_clean_linker_10.xyz
NARMUR_clean,NARMUR_clean_linker_8.xyz,NARMUR_clean_linker_2.xyz
FECZAQ_manual,FECZAQ_manual_linker_9.xyz,FECZAQ_manual_linker_8.xyz
EXEMUR_clean,EXEMUR_clean_linker_5.xyz,EXEMUR_clean_linker_5.xyz
WAQFAX_clean,WAQFAX_clean_linker_9.xyz,WAQFAX_clean_linker_19.xyz
XIMPOA01_clean,XIMPOA01_clean_linker_8.xyz,XIMPOA01_clean_linker_12.xyz
XOGXAU_clean,XOGXAU_clean_linker_5.xyz,XOGXAU_clean_linker_4.xyz
XEGJIE02_clean,XEGJIE02_clean_linker_8.xyz,XEGJIE02_clean_linker_8.xyz
WITJUG_clean,WITJUG_clean_linker_8.xyz,WITJUG_clean_linker_8.xyz
WECBEN_clean,WECBEN_clean_linker_8.xyz,WECBEN_clean_linker_8.xyz
GAQYIH_clean,GAQYIH_clean_linker_9.xyz,GAQYIH_clean_linker_9.xyz
GOVXIA_clean,GOVXIA_clean_linker_11.xyz,GOVXIA_clean_linker_9.xyz
HOWROC_clean,HOWROC_clean_linker_10.xyz,HOWROC_clean_linker_10.xyz
PEFRID01_clean,PEFRID01_clean_linker_9.xyz,PEFRID01_clean_linker_9.xyz
ACAJIZ_clean,ACAJIZ_clean_linker_5.xyz,ACAJIZ_clean_linker_1.xyz
HUCXOU_clean,HUCXOU_clean_linker_5.xyz,HUCXOU_clean_linker_5.xyz
ECIWIW_clean,ECIWIW_clean_linker_8.xyz,ECIWIW_clean_linker_8.xyz
EZEQIL_clean,EZEQIL_clean_linker_4.xyz,EZEQIL_clean_linker_0.xyz
HAWWUZ_clean,HAWWUZ_clean_linker_9.xyz,HAWWUZ_clean_linker_9.xyz
POHMAC_clean,POHMAC_clean_linker_1.xyz,POHMAC_clean_linker_1.xyz
AQALIO_clean,AQALIO_clean_linker_9.xyz,AQALIO_clean_linker_9.xyz
FATKIV_clean,FATKIV_clean_linker_9.xyz,FATKIV_clean_linker_8.xyz
IYAJOJ_clean,IYAJOJ_clean_linker_11.xyz,IYAJOJ_clean_linker_11.xyz
SOJSUH_clean,SOJSUH_clean_linker_5.xyz,SOJSUH_clean_linker_5.xyz
MIFQOJ_clean,MIFQOJ_clean_linker_5.xyz,MIFQOJ_clean_linker_5.xyz
VEMMOQ_clean,VEMMOQ_clean_linker_0.xyz,VEMMOQ_clean_linker_0.xyz
LABPUB_clean,LABPUB_clean_linker_9.xyz,LABPUB_clean_linker_8.xyz
EZABAJ_clean,EZABAJ_clean_linker_8.xyz,EZABAJ_clean_linker_8.xyz
PEYPAM_SL,PEYPAM_SL_linker_9.xyz,PEYPAM_SL_linker_9.xyz
GOTNEK_clean,GOTNEK_clean_linker_11.xyz,GOTNEK_clean_linker_11.xyz
PACZUQ_clean,PACZUQ_clean_linker_5.xyz,PACZUQ_clean_linker_5.xyz
UXABOL_clean,UXABOL_clean_linker_4.xyz,UXABOL_clean_linker_4.xyz
ERULEK_clean,ERULEK_clean_linker_9.xyz,ERULEK_clean_linker_8.xyz
OYIVOI_clean,OYIVOI_clean_linker_0.xyz,OYIVOI_clean_linker_0.xyz
RUWWOW_clean,RUWWOW_clean_linker_0.xyz,RUWWOW_clean_linker_0.xyz
VEHJUP_clean,VEHJUP_clean_linker_9.xyz,VEHJUP_clean_linker_9.xyz
RANWAH_clean,RANWAH_clean_linker_14.xyz,RANWAH_clean_linker_14.xyz
IBICED_clean,IBICED_clean_linker_5.xyz,IBICED_clean_linker_5.xyz
VEMDAT_clean,VEMDAT_clean_linker_9.xyz,VEMDAT_clean_linker_3.xyz
XOFTIW_clean,XOFTIW_clean_linker_8.xyz,XOFTIW_clean_linker_8.xyz
ECIWOC_clean,ECIWOC_clean_linker_8.xyz,ECIWOC_clean_linker_8.xyz
WATPIT_clean,WATPIT_clean_linker_5.xyz,WATPIT_clean_linker_4.xyz
VEDFUH_clean,VEDFUH_clean_linker_14.xyz,VEDFUH_clean_linker_14.xyz
ISIMUT_clean,ISIMUT_clean_linker_0.xyz,ISIMUT_clean_linker_1.xyz
BAZGEQ_clean,BAZGEQ_clean_linker_15.xyz,BAZGEQ_clean_linker_15.xyz
XILLEL_clean,XILLEL_clean_linker_8.xyz,XILLEL_clean_linker_8.xyz
BEXVEH_clean,BEXVEH_clean_linker_11.xyz,BEXVEH_clean_linker_2.xyz
BAXFIR02_clean,BAXFIR02_clean_linker_5.xyz,BAXFIR02_clean_linker_5.xyz
QUQHAM_clean,QUQHAM_clean_linker_0.xyz,QUQHAM_clean_linker_0.xyz
HAZGOF02_clean_h,HAZGOF02_clean_h_linker_5.xyz,HAZGOF02_clean_h_linker_5.xyz
YOJMAN_clean,YOJMAN_clean_linker_8.xyz,YOJMAN_clean_linker_2.xyz
JIZJEJ_clean,JIZJEJ_clean_linker_8.xyz,JIZJEJ_clean_linker_9.xyz
TOPKIT_clean,TOPKIT_clean_linker_0.xyz,TOPKIT_clean_linker_0.xyz
KONCIA_clean,KONCIA_clean_linker_4.xyz,KONCIA_clean_linker_1.xyz
KIFWUT_clean,KIFWUT_clean_linker_8.xyz,KIFWUT_clean_linker_2.xyz
ALURAB_clean,ALURAB_clean_linker_10.xyz,ALURAB_clean_linker_9.xyz
PEFRID_clean,PEFRID_clean_linker_8.xyz,PEFRID_clean_linker_8.xyz
VESBAY_clean,VESBAY_clean_linker_9.xyz,VESBAY_clean_linker_9.xyz
SOQJOZ_clean,SOQJOZ_clean_linker_15.xyz,SOQJOZ_clean_linker_15.xyz
FOVPUD_clean,FOVPUD_clean_linker_9.xyz,FOVPUD_clean_linker_3.xyz
NUGROX_clean,NUGROX_clean_linker_14.xyz,NUGROX_clean_linker_14.xyz
ETECOX_clean,ETECOX_clean_linker_9.xyz,ETECOX_clean_linker_9.xyz
TAZLIR_clean,TAZLIR_clean_linker_8.xyz,TAZLIR_clean_linker_8.xyz
EXIDEV_clean,EXIDEV_clean_linker_4.xyz,EXIDEV_clean_linker_5.xyz
SOJKOT02_clean,SOJKOT02_clean_linker_11.xyz,SOJKOT02_clean_linker_11.xyz
MOYYEF_clean,MOYYEF_clean_linker_3.xyz,MOYYEF_clean_linker_3.xyz
YUKVAC_clean,YUKVAC_clean_linker_9.xyz,YUKVAC_clean_linker_9.xyz
PARFOF_clean_h,PARFOF_clean_h_linker_1.xyz,PARFOF_clean_h_linker_1.xyz
ODEZAB_clean,ODEZAB_clean_linker_1.xyz,ODEZAB_clean_linker_1.xyz
NEYZAU_clean,NEYZAU_clean_linker_3.xyz,NEYZAU_clean_linker_3.xyz
IQILIF_clean,IQILIF_clean_linker_3.xyz,IQILIF_clean_linker_3.xyz
TONMEQ_clean,TONMEQ_clean_linker_1.xyz,TONMEQ_clean_linker_1.xyz
FECXES_clean,FECXES_clean_linker_3.xyz,FECXES_clean_linker_3.xyz
YAQZUN_clean,YAQZUN_clean_linker_3.xyz,YAQZUN_clean_linker_3.xyz
OCAWAT_clean,OCAWAT_clean_linker_3.xyz,OCAWAT_clean_linker_3.xyz
MUMYAW_clean,MUMYAW_clean_linker_2.xyz,MUMYAW_clean_linker_2.xyz
IQOHUT_clean,IQOHUT_clean_linker_1.xyz,IQOHUT_clean_linker_0.xyz
FUDHAP_clean,FUDHAP_clean_linker_0.xyz,FUDHAP_clean_linker_0.xyz
OXOLAP_SL,OXOLAP_SL_linker_11.xyz,OXOLAP_SL_linker_11.xyz
VUKTUS_clean,VUKTUS_clean_linker_11.xyz,VUKTUS_clean_linker_11.xyz
SAJLOH_clean,SAJLOH_clean_linker_0.xyz,SAJLOH_clean_linker_0.xyz
AVEQID_clean,AVEQID_clean_linker_0.xyz,AVEQID_clean_linker_0.xyz
DONNAW_clean,DONNAW_clean_linker_0.xyz,DONNAW_clean_linker_0.xyz
YODRAM_clean,YODRAM_clean_linker_9.xyz,YODRAM_clean_linker_9.xyz
VULFIT_clean,VULFIT_clean_linker_1.xyz,VULFIT_clean_linker_1.xyz
EXOZIB_clean,EXOZIB_clean_linker_0.xyz,EXOZIB_clean_linker_0.xyz
UNABUH_clean,UNABUH_clean_linker_3.xyz,UNABUH_clean_linker_3.xyz
HORCUN_clean,HORCUN_clean_linker_0.xyz,HORCUN_clean_linker_0.xyz
SADLEQ_clean,SADLEQ_clean_linker_2.xyz,SADLEQ_clean_linker_2.xyz
BUGSAY_clean,BUGSAY_clean_linker_0.xyz,BUGSAY_clean_linker_0.xyz
PEWKOT_clean,PEWKOT_clean_linker_8.xyz,PEWKOT_clean_linker_11.xyz
COWREN_clean,COWREN_clean_linker_9.xyz,COWREN_clean_linker_9.xyz
BIHMUC_clean,BIHMUC_clean_linker_2.xyz,BIHMUC_clean_linker_3.xyz
URENEM_clean,URENEM_clean_linker_2.xyz,URENEM_clean_linker_2.xyz
SOXDAM_clean,SOXDAM_clean_linker_0.xyz,SOXDAM_clean_linker_0.xyz
PEVZAT_clean,PEVZAT_clean_linker_2.xyz,PEVZAT_clean_linker_1.xyz
MILQIJ_clean,MILQIJ_clean_linker_0.xyz,MILQIJ_clean_linker_0.xyz
RUGGIL_clean,RUGGIL_clean_linker_1.xyz,RUGGIL_clean_linker_1.xyz
ETEKEU_clean,ETEKEU_clean_linker_0.xyz,ETEKEU_clean_linker_0.xyz
RUPTED_clean,RUPTED_clean_linker_8.xyz,RUPTED_clean_linker_8.xyz
PEMREG_clean,PEMREG_clean_linker_2.xyz,PEMREG_clean_linker_2.xyz
MIHLAR_clean,MIHLAR_clean_linker_2.xyz,MIHLAR_clean_linker_2.xyz
ZALGEB_clean,ZALGEB_clean_linker_0.xyz,ZALGEB_clean_linker_1.xyz
PENZUE_clean,PENZUE_clean_linker_8.xyz,PENZUE_clean_linker_7.xyz
FOVPOX_clean,FOVPOX_clean_linker_8.xyz,FOVPOX_clean_linker_7.xyz
TAKTOR_clean,TAKTOR_clean_linker_0.xyz,TAKTOR_clean_linker_0.xyz
QOMDUS_clean,QOMDUS_clean_linker_2.xyz,QOMDUS_clean_linker_2.xyz
VULFOZ_clean,VULFOZ_clean_linker_1.xyz,VULFOZ_clean_linker_1.xyz
VAPBIZ_clean,VAPBIZ_clean_linker_1.xyz,VAPBIZ_clean_linker_1.xyz
YUFLIW_clean,YUFLIW_clean_linker_3.xyz,YUFLIW_clean_linker_3.xyz
FAVHES_clean,FAVHES_clean_linker_2.xyz,FAVHES_clean_linker_2.xyz
PEHTON_clean,PEHTON_clean_linker_9.xyz,PEHTON_clean_linker_6.xyz
BETDAH_clean,BETDAH_clean_linker_2.xyz,BETDAH_clean_linker_2.xyz
DAXKOE_charged,DAXKOE_charged_linker_2.xyz,DAXKOE_charged_linker_2.xyz
XAFBEN_clean,XAFBEN_clean_linker_3.xyz,XAFBEN_clean_linker_3.xyz
DUGBAJ_clean,DUGBAJ_clean_linker_10.xyz,DUGBAJ_clean_linker_10.xyz
CAYDEN_clean,CAYDEN_clean_linker_1.xyz,CAYDEN_clean_linker_1.xyz
ZOZHON_clean,ZOZHON_clean_linker_10.xyz,ZOZHON_clean_linker_10.xyz
COWMAD_clean,COWMAD_clean_linker_2.xyz,COWMAD_clean_linker_2.xyz
WICQIJ_clean,WICQIJ_clean_linker_8.xyz,WICQIJ_clean_linker_8.xyz
XEGKAX_clean,XEGKAX_clean_linker_10.xyz,XEGKAX_clean_linker_10.xyz
XULDOZ_clean,XULDOZ_clean_linker_3.xyz,XULDOZ_clean_linker_3.xyz
TUKCOT_clean,TUKCOT_clean_linker_2.xyz,TUKCOT_clean_linker_2.xyz
YUWKEH_clean,YUWKEH_clean_linker_10.xyz,YUWKEH_clean_linker_10.xyz
WITJOA_clean,WITJOA_clean_linker_9.xyz,WITJOA_clean_linker_9.xyz
EWUCOP_clean,EWUCOP_clean_linker_3.xyz,EWUCOP_clean_linker_3.xyz
ILUJEF_clean,ILUJEF_clean_linker_9.xyz,ILUJEF_clean_linker_9.xyz
OQETEK_clean,OQETEK_clean_linker_1.xyz,OQETEK_clean_linker_1.xyz
NUNCEG_clean,NUNCEG_clean_linker_0.xyz,NUNCEG_clean_linker_0.xyz
AYUPOZ_clean,AYUPOZ_clean_linker_1.xyz,AYUPOZ_clean_linker_1.xyz
YEYFEP_clean,YEYFEP_clean_linker_3.xyz,YEYFEP_clean_linker_3.xyz
DUXSIA_clean,DUXSIA_clean_linker_1.xyz,DUXSIA_clean_linker_0.xyz
MEJZIM_clean,MEJZIM_clean_linker_8.xyz,MEJZIM_clean_linker_4.xyz
AMUFAR_clean,AMUFAR_clean_linker_2.xyz,AMUFAR_clean_linker_1.xyz
KUTRIC_clean,KUTRIC_clean_linker_9.xyz,KUTRIC_clean_linker_9.xyz
FUNBAS_clean,FUNBAS_clean_linker_3.xyz,FUNBAS_clean_linker_2.xyz
CAZNUO_charged,CAZNUO_charged_linker_0.xyz,CAZNUO_charged_linker_1.xyz
FEFDEB_manual,FEFDEB_manual_linker_2.xyz,FEFDEB_manual_linker_1.xyz
EBATUZ_clean,EBATUZ_clean_linker_2.xyz,EBATUZ_clean_linker_2.xyz
HOXSUK_clean,HOXSUK_clean_linker_0.xyz,HOXSUK_clean_linker_0.xyz
ALURIJ_clean,ALURIJ_clean_linker_9.xyz,ALURIJ_clean_linker_8.xyz
DAHWAM_clean,DAHWAM_clean_linker_9.xyz,DAHWAM_clean_linker_9.xyz
PUNCIL_clean,PUNCIL_clean_linker_2.xyz,PUNCIL_clean_linker_2.xyz
WOBHEB01_clean,WOBHEB01_clean_linker_0.xyz,WOBHEB01_clean_linker_0.xyz
XEXLAP_clean,XEXLAP_clean_linker_0.xyz,XEXLAP_clean_linker_0.xyz
VEMMAC_clean,VEMMAC_clean_linker_2.xyz,VEMMAC_clean_linker_2.xyz
SIVGUB_clean,SIVGUB_clean_linker_0.xyz,SIVGUB_clean_linker_0.xyz
MAXHEA_clean,MAXHEA_clean_linker_2.xyz,MAXHEA_clean_linker_2.xyz
ERIJUM_clean,ERIJUM_clean_linker_12.xyz,ERIJUM_clean_linker_12.xyz
VAGMAT_clean,VAGMAT_clean_linker_0.xyz,VAGMAT_clean_linker_0.xyz
ESIDOB_clean,ESIDOB_clean_linker_0.xyz,ESIDOB_clean_linker_0.xyz
XOMCIN_clean,XOMCIN_clean_linker_11.xyz,XOMCIN_clean_linker_11.xyz
COWMIL_clean,COWMIL_clean_linker_1.xyz,COWMIL_clean_linker_1.xyz
ETEJUJ_clean,ETEJUJ_clean_linker_2.xyz,ETEJUJ_clean_linker_2.xyz
ESARAT_clean,ESARAT_clean_linker_2.xyz,ESARAT_clean_linker_3.xyz
ZOXGOK_clean,ZOXGOK_clean_linker_0.xyz,ZOXGOK_clean_linker_0.xyz
EGAFUP_clean,EGAFUP_clean_linker_0.xyz,EGAFUP_clean_linker_0.xyz
WEMNAF_clean,WEMNAF_clean_linker_3.xyz,WEMNAF_clean_linker_0.xyz
SERLEI_clean,SERLEI_clean_linker_1.xyz,SERLEI_clean_linker_1.xyz
RIRDED_clean,RIRDED_clean_linker_40.xyz,RIRDED_clean_linker_19.xyz
ATOGEV_clean,ATOGEV_clean_linker_8.xyz,ATOGEV_clean_linker_8.xyz
RAZYIC_clean,RAZYIC_clean_linker_3.xyz,RAZYIC_clean_linker_3.xyz
XISXEE_clean,XISXEE_clean_linker_3.xyz,XISXEE_clean_linker_3.xyz
FONKEA_clean,FONKEA_clean_linker_0.xyz,FONKEA_clean_linker_0.xyz
FUDGES_clean,FUDGES_clean_linker_1.xyz,FUDGES_clean_linker_1.xyz
XEWDUA_clean,XEWDUA_clean_linker_2.xyz,XEWDUA_clean_linker_2.xyz
GALCAZ_clean,GALCAZ_clean_linker_8.xyz,GALCAZ_clean_linker_8.xyz
ZEJCUO_clean,ZEJCUO_clean_linker_0.xyz,ZEJCUO_clean_linker_0.xyz
OYERER_clean,OYERER_clean_linker_11.xyz,OYERER_clean_linker_11.xyz
HEKTAU_clean,HEKTAU_clean_linker_1.xyz,HEKTAU_clean_linker_1.xyz
EMEGEJ_clean,EMEGEJ_clean_linker_0.xyz,EMEGEJ_clean_linker_1.xyz
CAYDIR_clean,CAYDIR_clean_linker_1.xyz,CAYDIR_clean_linker_1.xyz
MAXJOM_clean,MAXJOM_clean_linker_3.xyz,MAXJOM_clean_linker_3.xyz
PASNAA_clean,PASNAA_clean_linker_0.xyz,PASNAA_clean_linker_0.xyz
AVUPIR_SL,AVUPIR_SL_linker_0.xyz,AVUPIR_SL_linker_1.xyz
KOSMAI_clean,KOSMAI_clean_linker_2.xyz,KOSMAI_clean_linker_2.xyz
XOTSEG_clean,XOTSEG_clean_linker_0.xyz,XOTSEG_clean_linker_0.xyz
