name,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,0ASA_m2_cm3,0ASA_m2_g,AV_VF,AV_cm3_g,0AV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,FSR_overlap
BUCVIG_clean,5.34007,3.27818,5.34007,1.22513,0,0,516.671,421.727,0.4554,0.371716,0,Co,1,Co,1
BUCWAZ_clean,8.06989,6.31772,7.96603,0.986571,2261.23,2292.01,0,0,0.6822,0.691486,0,Cd,1,Cd,1
BUC1AA_clean,5.25072,2.62411,5.0866,1.7117,0,0,637.178,372.249,0.4806,0.280774,0,Zn,1,Zn,1
BUDDIO_clean,3.29205,2.84666,3.26432,1.49438,0,0,0,0,0.2686,0.17974,0,K,1,K,1
BUFPIC_clean,10.87605,5.8404,10.87567,1.22558,1934.23,1578.21,0,0,0.671,0.547494,0,Cu,1,Cu,1
BUGSA1_clean,4.67913,4.1432,4.67313,1.68326,1087.13,645.849,0,0,0.5314,0.315696,0,Dy,1,Dy,1
BUGSEC_clean,4.72085,4.19082,4.71595,1.60879,1101.18,684.479,0,0,0.538,0.334413,0,Eu,1,Eu,1
BUGSIG_clean,4.72751,4.18275,4.72118,1.638,1097.7,670.147,0,0,0.5356,0.326984,0,Gd,1,Gd,1
BUGSOM_clean,4.69508,4.16375,4.68969,1.65941,1093.22,658.798,0,0,0.5332,0.321319,0,Tb,1,Tb,1
BUJKEW01_clean,5.70821,3.15562,5.64922,1.01214,0,0,1291.03,1275.54,0.6474,0.639636,0,"Rb,Fe",1,Rb,1
BUKJAU_clean,7.47922,6.78201,7.47559,0.965784,1998.18,2068.97,0,0,0.671,0.694772,0,Cu,0," ",1
BUKMUQ_clean,5.78794,5.06217,5.71305,0.851411,2895.4,3400.71,0,0,0.7096,0.83344,0,Zn,1,Zn,1
BUKMUQ01_clean,5.90111,4.73838,5.90111,0.853512,2933.47,3436.94,0,0,0.7038,0.824593,0,Zn,1,Zn,1
BUKRUW01_clean,10.63994,5.17607,10.63994,0.946218,2406.2,2542.96,0,0,0.7374,0.779313,0,Zn,1,Zn,1
BUKRUW02_clean,10.18784,5.8011,10.17435,0.90051,2432.65,2701.41,0,0,0.7394,0.821091,0,Zn,1,Zn,1
BUKRUW03_clean,10.56885,5.12331,10.56885,0.827757,2720.18,3286.2,0,0,0.764,0.922976,0,Zn,1,Zn,1
BUKSIL_clean,10.48223,5.17581,10.47125,0.979145,2332.45,2382.12,0,0,0.7198,0.735131,0,"Zn,Co",1,"Zn,Co",1
BUKTAE_clean,10.84979,5.09371,10.84979,0.987627,2365.92,2395.56,0,0,0.7332,0.742385,0,Zn,1,Zn,1
BUKTEI_clean,10.82568,5.14516,9.52404,0.992659,2328.63,2345.85,0,0,0.7306,0.736003,0,Zn,1,Zn,1
BUKTIM_clean,10.83424,5.10475,10.82812,0.990811,2357.28,2379.14,0,0,0.7322,0.738991,0,Zn,1,Zn,1
BUKTOS_clean,10.83211,5.15775,10.83211,0.991313,2361.93,2382.63,0,0,0.7332,0.739625,0,Zn,1,Zn,1
BUK1AJ_clean,5.10209,3.53964,5.09477,0.92244,1064.13,1153.61,0,0,0.5144,0.557651,0,Li,0," ",1
BULBER_clean,7.8305,4.27284,7.79516,1.49467,1437.06,961.456,0,0,0.5544,0.370918,0,Tb,1,Tb,1
BU0KUS_clean,39.11063,37.47642,39.11063,0.375289,1307.21,3483.2,0,0,0.8658,2.30702,0,Zr,1,Zr,1
BU0LAZ_clean,38.39638,36.09316,38.39638,0.330751,1417.57,4285.91,0,0,0.8776,2.65335,0,Zr,1,Zr,1
BUPDOH_clean,11.18608,5.4183,11.18608,0.930795,2344.47,2518.79,0,0,0.7156,0.768805,0,Cu,1,Cu,1
BUPDUM_clean,9.76326,3.29047,9.75377,1.32342,0,0,1650.82,1247.39,0.6388,0.482688,0,Cu,1,Cu,1
BUPFAU_clean,9.60107,3.24041,9.56042,1.39183,0,0,1635.39,1174.99,0.6332,0.45494,0,Cu,1,Cu,1
BUPFE1_clean,9.7736,3.34249,9.76424,1.41669,1646.6,1162.29,6.40448,4.52075,0.6362,0.449076,0,Cu,1,Cu,1
BUPVEP_clean,8.00881,3.79594,6.88527,1.70124,1586.52,932.564,97.3647,57.2315,0.582,0.342103,0.00105805,Ce,0," ",1
BUPVIT_clean,9.45259,4.11606,9.45259,1.29427,1956.29,1511.5,0,0,0.634,0.489852,0.000772637,Ce,0," ",1
BURHUS_clean,4.43494,3.04101,4.43374,1.65159,0,0,585.517,354.517,0.5422,0.328289,0,Co,0," ",1
BURJOO_clean,5.25312,4.62411,5.25312,1.36621,795.034,581.927,0,0,0.4348,0.318253,0,Co,0," ",1
BURQIQ_clean,8.30102,5.43995,8.30102,0.998622,1908.3,1910.93,0,0,0.629,0.629868,0,"Cd,0a",1,"Cd,0a",1
BUSGIG_clean,3.66162,3.28712,3.64153,2.2113,0,0,92.1728,41.6826,0.3462,0.156559,0,"Dy,Cu",1,Cu,1
BUSGOM_clean,3.72213,3.32278,3.72213,2.12051,125.848,59.3477,0,0,0.3518,0.165903,0,"Cu,Sm",1,Cu,1
BUSMU1_clean,7.33953,5.89637,7.33953,1.15869,889.646,767.801,0,0,0.5118,0.441704,0,Co,0," ",1
BUS0AF_clean,7.07895,5.43293,7.07895,1.23597,749.429,606.348,0,0,0.4656,0.376708,0,Co,0," ",1
BUSQEM_clean,5.28773,3.7404,5.27624,0.951333,772.872,812.409,527,553.959,0.565,0.593903,0,Mn,0," ",1
BUSQIQ_clean,4.44057,3.72721,4.4272,1.56982,999.031,636.398,0,0,0.4302,0.274044,0,Al,0," ",1
BUSQUC_clean,4.51085,2.54975,4.51085,1.36154,0,0,277.993,204.176,0.443,0.325368,0,Cu,0," ",1
BUSRUE_clean,6.9387,5.51917,6.92321,1.06823,1491.74,1396.46,0,0,0.5618,0.525916,0,Cd,0," ",1
BUTPIR_clean,9.11169,7.35825,9.11169,0.860956,1659.51,1927.52,0,0,0.6378,0.740805,0,Zn,0," ",1
BUVKUA_clean,3.87628,3.20199,3.87266,2.34208,0,0,77.0083,32.8804,0.3128,0.133557,0,Pr,1,Pr,1
BUVVIZ_clean,5.00001,3.6207,4.99072,1.72941,572.133,330.826,0,0,0.4138,0.239272,0,Tb,0," ",1
BUVVOF_clean,4.68198,3.57584,4.68198,1.98004,493.025,248.998,0,0,0.4188,0.211511,0,Dy,1,Dy,1
BUVWOF02_clean,7.02744,5.38791,7.02744,1.22872,811.616,660.538,0,0,0.4574,0.372258,0,Fe,0," ",1
BUVWOF03_clean,7.08217,5.70931,7.08217,1.19421,800.187,670.058,0,0,0.4798,0.401773,0,Fe,0," ",1
BUVXOG_clean,6.82532,5.20998,6.82532,1.26745,776.672,612.785,0,0,0.469,0.370036,0,Fe,0," ",1
BUVXOG01_clean,7.07915,5.43032,7.07915,1.22578,806.407,657.875,0,0,0.4748,0.387346,0,Fe,0," ",1
BUV1EX_clean,7.01349,5.55881,7.01349,1.21167,786.339,648.971,0,0,0.4712,0.388885,0,Fe,0," ",1
BUV1IB_clean,10.88811,8.55613,10.38381,0.702067,2220.12,3162.26,0,0,0.6958,0.991073,0,Fe,0," ",1
BUV1IB01_clean,10.81747,8.62628,10.81747,0.682989,2289.3,3351.88,0,0,0.7066,1.03457,0,Fe,0," ",1
BUWGAC_clean,5.78007,5.51512,5.77519,1.43835,936.162,650.859,0,0,0.4594,0.319394,0,Cu,1,Cu,1
BUWGEG_clean,6.35253,5.82253,6.34165,1.3312,1290.96,969.767,0,0,0.5204,0.390924,0,Cu,1,Cu,1
BUWLUC_clean,5.18793,3.64341,5.18793,1.32106,1477.38,1118.33,1.23611,0.935694,0.6038,0.457058,0,Pr,1,Pr,1
BUWMAJ_clean,5.16551,3.78381,5.16551,1.21126,1971.74,1627.85,16.6796,13.7705,0.662,0.54654,0,0d,1,0d,1
BUWME0_clean,5.23161,3.83405,5.2282,1.19035,2065.33,1735.06,0,0,0.6496,0.545721,0,La,1,La,1
BUWMIR_clean,5.20646,3.81875,5.20646,1.17377,2092.97,1783.12,2.40975,2.053,0.6684,0.569448,0,Ce,1,Ce,1
BUX0OZ_clean,11.48655,6.30332,11.4793,0.804674,2171.28,2698.33,0,0,0.7258,0.90198,0,Cu,1,Cu,1
BUXTOF_clean,5.10112,3.76343,4.43149,1.37664,488.999,355.212,519.913,377.668,0.5386,0.391242,0,Ag,1,Ag,1
BUXTUL_clean,5.73333,4.06625,5.52883,1.24116,1652.17,1331.15,26.661,21.4807,0.5852,0.471494,0,Ag,1,Ag,1
BUXZAX_clean,33.37685,31.81617,33.36969,0.55548,1448.92,2608.41,0,0,0.8332,1.49996,0.000360049,"Fe,Hf",1,"Fe,Hf",1
BU1DAC_clean,6.33537,3.77189,6.18263,1.09195,1945.95,1782.08,0,0,0.6226,0.570171,0,Zn,1,Zn,1
BU1DEG_clean,6.40626,3.8396,6.25386,1.22785,1534.46,1249.71,0,0,0.5952,0.484751,0,Zn,0," ",1
c4ce00408f_c4ce00408f2_clean,12.62762,5.23882,12.62762,1.04827,1808.67,1725.39,210.803,201.096,0.6818,0.650406,0,Cu,1,Cu,1
c4dt02048k_c4dt02048k2_clean,4.85859,3.78197,4.84347,1.4363,661.212,460.357,0,0,0.4384,0.305229,0,Eu,1,Eu,1
c4dt03702b_c4dt03702b2_clean,8.83143,6.21194,8.83143,0.592358,2322.31,3920.45,0,0,0.7494,1.26511,0,Co,0," ",1
c4ra13058h_c4ra13058h2_clean,5.16068,4.44688,5.16068,1.40896,1175.39,834.226,0,0,0.5236,0.371622,0,"In,Ag",0," ",1
c5cc01886b_c5cc01886b2_clean,3.99847,2.83949,3.97782,1.82446,0,0,195.065,106.917,0.4124,0.22604,0,Zn,1,Zn,1
c5cc04223b_c5cc04223b2_clean,12.29704,9.67035,12.2571,0.522428,2226.93,4262.65,0,0,0.794,1.51983,0,Zn,1,Zn,1
c5cc06190c_c5cc06190c2_clean,3.47605,3.16735,3.47507,1.6607,0,0,17.0654,10.276,0.4728,0.284699,0,Zn,0," ",1
c5cc09432a_c5cc09432a2_clean,7.04652,4.99124,7.03394,1.10591,1252.19,1132.28,0,0,0.53,0.479244,0,Co,1,Co,1
c5cc09935h_c5cc09935h2_clean,12.43011,5.54656,12.43011,1.34061,1862.24,1389.1,0,0,0.6814,0.508277,0.000596744,Zn,0," ",1
c5cc10203k_c5cc10203k2_clean,16.11055,7.03802,16.11055,0.497,2186.45,4399.29,0,0,0.7782,1.5658,0,Cu,1,Cu,1
c5ce00010f_c5ce00010f2_clean,6.25876,3.82372,5.50534,1.19183,724.15,607.595,429.773,360.599,0.5406,0.453588,0,Cd,1,Cd,1
c5ce00677e_c5ce00677e2_clean,4.08563,3.15599,4.07122,1.45756,0,0,343.608,235.742,0.47,0.322458,0,Cu,1,Cu,1
c5ce00862j_c5ce00862j2_clean,7.29772,5.9904,7.16104,1.02623,1329.56,1295.58,0,0,0.5566,0.542374,0,Zn,0," ",1
c5ce00923e_c5ce00923e2_clean,4.76542,3.49802,4.68456,1.65148,786.232,476.078,0,0,0.4444,0.269092,0,Zn,0," ",1
c5ce00931f_c5ce00931f2_clean,5.29408,4.17227,5.29408,1.81161,1362.6,752.15,0,0,0.5006,0.276328,0,Zn,1,Zn,1
c5ce01790d_c5ce01790d1_clean,9.18977,4.55461,8.97719,2.09193,660.443,315.71,0,0,0.4192,0.20039,0,Eu,0," ",1
c5ce01948f_c5ce01948f2_clean,5.17559,4.77124,5.17559,1.89554,519.58,274.107,0,0,0.3868,0.204058,0,Ag,0," ",1
c5ce02194d_c5ce02194d2_clean,6.92785,5.95944,6.79754,0.95198,1569.85,1649.04,0,0,0.5884,0.61808,0,Zn,1,Zn,1
c5ce02503f_c5ce02503f2_clean,13.50319,5.63614,13.50319,1.78413,1087.4,609.485,289.45,162.236,0.5546,0.310852,0,"La,0i",1,"La,0i",1
c5cp03920g_c5cp03920g2_clean,8.5781,4.08235,8.5781,1.22102,1656.3,1356.48,0,0,0.5914,0.484347,0.000163797,Zr,0," ",1
c5dt00281h_c5dt00281h2_clean,3.74835,3.25092,3.50102,1.96839,0,0,109.562,55.6605,0.3844,0.195286,0,Fe,0," ",1
c5dt01100k_c5dt01100k2_clean,10.14478,9.16125,10.14478,1.64843,1361.9,826.183,0,0,0.588,0.356703,0,Cd,1,Cd,1
c5dt02374b_c5dt02374b2_clean,5.11675,3.17335,5.09396,1.95395,0,0,690.372,353.321,0.4822,0.246782,0,Cd,1,Cd,1
c5dt02651b_c5dt02651b2_clean,11.24702,10.84395,11.24702,1.63261,1033.92,633.289,0,0,0.5074,0.31079,0,Co,0," ",1
c5dt03038b_c5dt03038b2_clean,6.32747,4.74814,6.26915,1.49819,1746.54,1165.77,0,0,0.584,0.389803,0,Cd,1,Cd,1
c5dt03091a_c5dt03091a2_clean,12.70758,7.22422,12.62907,0.840959,1997.99,2375.84,0,0,0.7324,0.87091,0,Er,0," ",1
c5dt03710g_c5dt03710g2_clean,9.52692,7.6451,9.52692,1.19983,2044.32,1703.84,0,0,0.6628,0.55241,0,Zn,0," ",1
c5dt04943a_c5dt04943a2_clean,11.21193,6.39957,11.21193,0.759207,2393.65,3152.83,0,0,0.7392,0.973647,0,Cu,1,Cu,1
c5dt05023e_c5dt05023e2_clean,6.45831,4.45817,6.45831,1.05764,1467.29,1387.32,0,0,0.552,0.521916,0,Fe,1,Fe,1
c5gc02393a_c5gc02393a2_clean,5.4044,4.48945,5.38726,1.33709,1164.94,871.248,14.4818,10.8309,0.513,0.383669,0,Cd,1,Cd,1
c5nj01930c_c5nj01930c2_clean,5.64911,4.27538,5.64911,1.35969,1108.37,815.17,0,0,0.4986,0.366702,0,0d,1,0d,1
c5nj02236c_c5nj02236c2_clean,6.30027,4.16214,6.2999,1.32173,1286.33,973.214,0,0,0.5228,0.395541,0,Cd,0," ",1
c5nj02634b_c5nj02634b2_clean,6.56089,5.15548,6.36711,0.972386,1739.81,1789.21,0,0,0.6012,0.618273,0,Zn,1,Zn,1
c5nj03044g_c5nj03044g2_clean,5.37347,3.59404,5.37347,1.19457,1376.65,1152.42,0,0,0.5502,0.460583,0,Cd,0," ",1
c5qi00128e_c5qi00128e2_clean,6.58115,3.73125,6.58115,0.993282,1853.01,1865.55,0,0,0.582,0.585936,0,Fe,0," ",1
c5sc00614g_c5sc00614g2_clean,12.67478,4.17297,12.67478,1.23591,1899.73,1537.11,0,0,0.6104,0.493887,0.000647296,1,0," ",1
c5sc03494a_c5sc03494a2_clean,6.21978,5.55178,6.21978,0.911359,2530.42,2776.54,0,0,0.701,0.769181,0,In,0," ",1
c5ta03835a_c5ta03835a2_clean,12.36152,9.64623,12.36152,0.670312,1969.74,2938.54,0,0,0.7304,1.08964,0,Zn,0," ",1
c5ta04552e_c5ta04552e2_clean,6.07552,3.10239,6.07552,1.42683,0,0,897.934,629.319,0.4918,0.344679,0,Zn,1,Zn,1
c5ta04989j_c5ta04989j2_clean,7.09855,5.91102,7.08643,1.4765,1374.61,930.993,0,0,0.5276,0.357332,0,Eu,1,Eu,1
c5ta05481h_c5ta05481h2_clean,11.36075,4.16216,11.273,1.17825,1834.82,1557.24,0,0,0.6228,0.528581,0,Cu,1,Cu,1
c5ta09507g_c5ta09507g2_clean,8.62119,5.11428,8.62119,1.19769,1550.85,1294.87,0,0,0.569,0.475082,0,Zn,0," ",1
c5ta10401g_c5ta10401g2_clean,14.85471,7.46744,14.85471,1.26266,2073.8,1642.41,0,0,0.737,0.583689,0.000158396,Hf,0," ",1
c6cc00589f_c6cc00589f2_clean,11.05462,4.21804,11.05462,0.944025,1733.14,1835.91,0,0,0.6684,0.708032,0,Zn,1,Zn,1
c6cc00589f_c6cc00589f3_clean,8.87015,7.61141,8.84647,0.61411,2422.25,3944.33,0,0,0.804,1.30921,0,Zn,0," ",1
c6cc00862c_c6cc00862c2_clean,8.00553,6.19741,8.00553,0.932782,1633.12,1750.81,0,0,0.6212,0.665964,0,Zn,1,Zn,1
c6cc01597b_c6cc01597b2_clean,5.3252,4.32379,5.3252,1.51358,1134.66,749.654,0,0,0.4966,0.328096,0,Cu,1,Cu,1
c6cc02494g_c6cc02494g1_clean,11.72847,10.48758,11.72847,1.03086,1570.44,1523.42,0,0,0.6508,0.631316,0,Mn,1,Mn,1
c6cc02494g_c6cc02494g3_clean,11.9944,10.81728,11.9944,1.03032,1587.16,1540.45,0,0,0.6594,0.639995,0,Mn,1,Mn,1
c6cc02494g_c6cc02494g4_clean,11.99779,10.81941,11.9905,1.02929,1587.08,1541.92,0,0,0.6598,0.641025,0,Mn,1,Mn,1
c6cc02494g_c6cc02494g5_clean,11.54428,10.77033,11.54428,1.02257,1607.9,1572.4,0,0,0.664,0.649342,0,Mn,1,Mn,1
c6cc02494g_c6cc02494g6_clean,11.73822,10.49789,11.73822,1.02922,1570.21,1525.64,0,0,0.6512,0.632715,0,Mn,1,Mn,1
c6cc03787a_c6cc03787a2_clean,13.49945,6.3228,13.49945,0.687385,2187.23,3181.96,0,0,0.746,1.08527,0.000290958,Zr,0," ",1
c6ce00126b_c6ce00126b2_clean,5.67441,4.44258,5.66536,1.13028,1138.37,1007.16,0,0,0.5446,0.481828,0,Zn,1,Zn,1
c6ce00141f_c6ce00141f2_clean,9.56221,8.33336,9.07575,0.705297,1946.55,2759.91,0,0,0.6886,0.976327,0,Co,0," ",1
c6ce00407e_c6ce00407e1_clean,15.77585,8.21654,15.76128,0.595584,2156.28,3620.44,0,0,0.7746,1.30057,0,Cu,1,Cu,1
c6ce00407e_c6ce00407e2_clean,12.56279,7.41464,12.35901,0.699904,2125.04,3036.19,0,0,0.7334,1.04786,0,Cu,1,Cu,1
c6ce00407e_c6ce00407e3_clean,12.83222,6.18664,12.83222,0.918215,2210.46,2407.34,0,0,0.7204,0.784565,0,Cu,1,Cu,1
c6ce00407e_c6ce00407e4_clean,54.27623,28.17362,54.19829,0.0636525,512.685,8054.44,0,0,0.9694,15.2296,0,Zn,0," ",1
c6ce00407e_c6ce00407e5_clean,63.59368,29.48381,63.52961,0.0569197,473.468,8318.18,0,0,0.969,17.024,0,Zn,0," ",1
c6ce00407e_c6ce00407e6_clean,30.12078,11.89205,30.05394,0.244057,1388.32,5688.54,0,0,0.9004,3.68931,0,Zn,0," ",1
c6ce00407e_c6ce00407e7_clean,33.68342,15.87888,33.68342,0.207465,1336.6,6442.53,0,0,0.9124,4.39786,0,Cu,1,Cu,1
c6ce00407e_c6ce00407e8_clean,6.42415,4.65473,6.4148,0.850252,2400.69,2823.5,0,0,0.6736,0.792235,0,Cu,1,Cu,1
c6ce00407e_c6ce00407e9_clean,13.32178,10.04301,13.32178,0.313342,1952.24,6230.37,0,0,0.8528,2.72162,0,Cu,1,Cu,1
c6ce00465b_c6ce00465b2_clean,7.48534,6.6993,7.48534,0.744889,2472.69,3319.54,0,0,0.7082,0.950746,0,In,0," ",1
c6cp03028a_c6cp03028a3_clean,4.4022,2.99782,4.40188,1.45754,0,0,725.781,497.949,0.498,0.341672,0,1,0," ",1
c6dt01288d_c6dt01288d2_clean,6.25876,3.76692,6.14454,1.07485,1303.72,1212.94,0,0,0.5382,0.500722,0,Zn,0," ",1
c6dt03852b_c6dt03852b2_clean,13.14811,11.57992,13.14609,0.737977,1944.6,2635.04,0,0,0.7482,1.01385,0.000271011,Zr,1,Zr,1
c6dt04165e_c6dt04165e2_clean,11.42803,10.46351,11.42803,1.35886,1522.4,1120.35,0,0,0.6814,0.501451,0,Zn,0," ",1
c6ra27069g_c6ra27069g2_clean,4.56243,2.89523,4.51965,1.35769,0,0,594.873,438.149,0.5184,0.381824,0,Zn,1,Zn,1
c6ra28728j_c6ra28728j2_clean,5.10322,2.6955,5.10263,1.2961,0,0,522.834,403.391,0.4726,0.364633,0,Cd,1,Cd,1
c6ta00429f_c6ta00429f2_clean,15.86893,5.53957,7.79231,0.722489,2062.25,2854.37,0,0,0.6916,0.957247,0.000276821,Zr,0," ",1
c6ta07145g_c6ta07145g2_clean,6.02059,3.60964,6.01517,1.26554,923.516,729.74,0,0,0.497,0.392717,0,Co,0," ",1
CABDER_clean,4.31505,2.58033,4.31114,1.57311,0,0,154.044,97.9238,0.3826,0.243213,0,Cd,0," ",1
CABJEX_clean,7.7671,4.31087,5.07182,1.11145,1890.09,1700.56,0,0,0.6258,0.563047,0,Zn,1,Zn,1
CABJOH_clean,4.53725,3.92462,4.47478,1.06179,1786.16,1682.21,0,0,0.5552,0.522889,0,0i,1,0i,1
CABQEB_clean,3.76405,2.70603,3.75456,1.6391,0,0,159.771,97.4753,0.4366,0.266366,0,Co,0," ",1
CACBUG_clean,4.28617,3.67636,4.28617,1.29935,625.637,481.501,0,0,0.4628,0.356178,0,Zn,1,Zn,1
CACKEZ_clean,11.25321,9.88681,11.25321,0.655086,1691.51,2582.12,0,0,0.7018,1.07131,0,Zn,1,Zn,1
CAC0OM_clean,5.51942,4.46179,5.51261,1.46727,1607.54,1095.6,0,0,0.5204,0.354673,0,"In,Co",0," ",1
CADPIH_clean,4.87392,3.27838,4.86712,2.12832,0,0,790.798,371.56,0.4974,0.233705,0,Ga,0," ",1
CADPII_clean,5.83331,5.05627,5.83331,2.03698,286.725,140.76,0,0,0.351,0.172314,0,Zn,1,Zn,1
CADZIT_clean,4.17501,3.53659,4.16494,1.26214,543.593,430.693,0,0,0.4638,0.367472,0,Zn,0," ",1
CAFRUX_clean,5.34223,3.18242,3.89892,1.16094,0,0,517.192,445.494,0.5436,0.468242,0,Ag,1,Ag,1
CAGKIG_clean,5.17827,4.29105,5.1669,1.11546,2353.22,2109.64,0,0,0.6212,0.5569,0,Cd,0," ",1
CAGKIG01_clean,5.20519,4.31805,5.19418,1.10472,2378.71,2153.23,0,0,0.6254,0.566117,0,Cd,0," ",1
CAGKIG02_clean,5.33113,4.40487,5.32468,1.08205,2420.38,2236.83,0,0,0.638,0.589619,0,Cd,0," ",1
CAGLIF_clean,2.9116,2.58569,2.91036,1.2724,0,0,0,0,0.4544,0.35712,0,Fe,0," ",1
CAGSAG_clean,9.02799,5.29308,7.06322,0.961699,2031.62,2112.53,9.03866,9.39864,0.6624,0.688781,0,Zn,1,Zn,1
CAHQAG_clean,3.74377,3.05139,3.72559,1.42157,0,0,222.905,156.802,0.4296,0.302201,0,Mn,1,Mn,1
CAHQOS_clean,5.19236,3.17969,5.19236,1.93707,0,0,772.568,398.833,0.4076,0.210421,0,Al,0," ",1
CAHSOU_clean,4.03895,2.77841,4.03895,2.29425,0,0,194.961,84.9781,0.382,0.166503,0,Fe,0," ",1
CAHVAJ_clean,4.89479,3.36066,4.89479,1.77807,1031.73,580.253,0,0,0.4962,0.279066,0,V,1,V,1
CAJHUS_clean,2.92677,2.42135,2.92677,1.64088,0,0,0,0,0.4236,0.258154,0,Fe,0," ",1
CAJHUS03_clean,2.93031,2.42475,2.93031,1.63617,0,0,0,0,0.4256,0.26012,0,Fe,0," ",1
CAJHUS04_clean,2.93193,2.42694,2.93193,1.63879,0,0,0,0,0.425,0.259338,0,Fe,0," ",1
CAJQEL_clean,13.93661,8.23046,13.93661,0.705662,2053.08,2909.44,0,0,0.7554,1.07048,0,Cu,1,Cu,1
CAJQIP_clean,13.27741,7.61293,13.27741,0.545408,2173.64,3985.35,0,0,0.787,1.44296,0,Cu,1,Cu,1
CA0RIU_clean,6.98874,4.43531,6.97328,0.861557,1846.01,2142.64,0,0,0.6044,0.70152,0,"Mg,Si",1,Mg,1
CA0ROA_clean,6.93935,4.21694,6.93935,0.944373,1810.25,1916.88,0,0,0.5966,0.631742,0,"Si,Co",1,Co,1
CA0RUG_clean,6.57321,4.9271,6.57235,0.884567,1797.13,2031.65,0,0,0.588,0.664732,0,"Ca,Si",1,Ca,1
CA01IB_clean,8.93125,8.46949,8.93125,1.07172,1754.82,1637.38,0,0,0.614,0.572909,0,Co,1,Co,1
CA0ZOH_clean,4.29669,2.47537,4.2966,1.78397,0,0,547.931,307.142,0.4554,0.255274,0,Sc,1,Sc,1
CAQCAZ_clean,6.29148,5.67839,6.29148,1.73371,1423.23,820.916,0,0,0.5114,0.294974,0,In,0," ",1
CARGEI_clean,4.10808,3.65886,4.09677,3.44333,235.863,68.4985,0,0,0.3342,0.0970573,0,"Ag,Cs",1,"Cs,Ag",1
CASTEW_clean,6.08438,5.45003,6.05599,1.74666,1447.28,828.595,0,0,0.5044,0.288779,0,In,0," ",1
CASWIE_clean,9.90767,8.8856,9.90767,1.25703,2053.39,1633.52,0,0,0.7078,0.563072,0,"Zn,Al",0," ",1
CAVMIW_clean,3.81852,3.11161,3.81852,1.55605,0,0,399.247,256.577,0.5216,0.335208,0,Fe,0," ",1
CAVMIX_clean,8.93942,5.67971,8.86574,0.942961,1589.69,1685.85,0,0,0.62,0.657503,0,Zn,1,Zn,1
CAVMOD_clean,10.28847,9.36955,10.28847,0.959454,1312.84,1368.32,0,0,0.585,0.609722,0,Zn,1,Zn,1
CAV0OE_clean,5.24143,4.75286,5.24143,1.73091,867.69,501.29,0,0,0.4214,0.243455,0,Sc,0," ",1
CAVRAU_clean,8.06449,6.42877,8.06449,0.994088,1841.55,1852.5,0,0,0.6396,0.643404,0,Zn,1,Zn,1
CAVRE1_clean,7.18071,5.30054,7.16429,1.02665,1966.55,1915.49,0,0,0.6398,0.62319,0,Zn,1,Zn,1
CAVROI_clean,4.05364,2.6476,2.81311,1.96428,0,0,34.924,17.7795,0.3088,0.157208,0,Zn,1,Zn,1
CAVSOJ_clean,4.16281,3.03669,4.05573,1.5833,0,0,275.109,173.757,0.4504,0.284469,0,La,1,La,1
CAVSUP_clean,6.03054,5.46806,6.0217,1.37834,1107.72,803.663,0,0,0.5324,0.386261,0,La,0," ",1
CAVTAW_clean,4.19891,3.25121,4.19891,1.54626,0,0,362.73,234.586,0.4694,0.303572,0,La,1,La,1
CAVVUS_clean,8.70352,6.17686,8.67533,1.10684,1589.76,1436.3,0,0,0.6378,0.576233,0,Zn,1,Zn,1
CAWBU1_clean,4.78879,2.8324,4.78879,1.97502,0,0,412.205,208.709,0.4224,0.213871,0,Cu,0," ",1
CAWDOU02_clean,6.97816,4.93144,6.97816,0.905214,1990.01,2198.39,0,0,0.6108,0.674758,0,Cu,1,Cu,1
CAWGAJ_clean,5.29963,2.95239,5.07866,2.00611,0,0,1005.84,501.388,0.5308,0.264591,0,"Zn,U",1,"Zn,U",1
CAXPE1_clean,3.46373,2.47258,3.46373,1.84045,0,0,6.63682,3.60609,0.3426,0.186151,0,Co,1,Co,1
CAXPIC_clean,3.2013,2.42141,3.2013,1.88836,0,0,0,0,0.329,0.174225,0,Co,1,Co,1
CAXTA1_clean,10.46003,5.71128,10.46003,0.724219,2006.33,2770.34,0,0,0.6846,0.945294,0,Al,0," ",1
CAXTEC_clean,10.87616,5.2726,10.87615,0.837152,1928.01,2303.05,0,0,0.6672,0.796988,0,Al,0," ",1
CAXTUS_clean,13.47664,13.27334,13.47401,0.710309,1527.61,2150.62,0,0,0.6918,0.973942,0,Zn,1,Zn,1
CAXVII_clean,11.59355,10.81405,11.59355,1.12398,1567.91,1394.96,0,0,0.6396,0.569048,0,Fe,1,Fe,1
CAXVOO_clean,11.60689,10.81841,11.60689,1.12075,1577.05,1407.14,0,0,0.6396,0.57069,0,Fe,1,Fe,1
CAXVUU_clean,11.30625,10.52946,11.30625,1.14718,1579.61,1376.96,0,0,0.6282,0.547605,0,Fe,1,Fe,1
CAXWAB_clean,11.47981,10.7455,11.47981,1.14506,1582.63,1382.13,0,0,0.6306,0.550713,0,Fe,1,Fe,1
CAXWEF_clean,11.4766,10.80771,11.4766,1.14451,1589.9,1389.16,0,0,0.6324,0.552552,0,Fe,1,Fe,1
