name,node1_homology_0,node1_homology_1,node1_homology_10,node1_homology_11,node1_homology_20,node1_homology_29,node1_homology_30,node1_homology_38,node1_homology_40,node1_homology_47,node1_homology_50,node1_homology_57,node1_homology_59,node1_homology_60,node1_homology_65,node1_homology_66,node1_homology_67,node1_homology_68,node1_homology_69,node1_homology_75,node1_homology_76,node1_homology_77,node1_homology_78,node1_homology_79,node1_homology_87,node1_homology_88,node1_homology_99,node2_homology_1,node2_homology_11,node2_homology_18,node2_homology_20,node2_homology_29,node2_homology_37,node2_homology_38,node2_homology_39,node2_homology_40,node2_homology_47,node2_homology_50,node2_homology_57,node2_homology_59,node2_homology_60,node2_homology_65,node2_homology_66,node2_homology_67,node2_homology_68,node2_homology_76,node2_homology_78,node2_homology_79,node2_homology_86,node2_homology_87,node2_homology_88,node2_homology_96,node2_homology_97,node2_homology_99,linker1_homology_0,linker1_homology_20,linker1_homology_30,linker1_homology_35,linker1_homology_40,linker1_homology_50,linker1_homology_60,linker1_homology_65,linker1_homology_70,linker1_homology_76,linker1_homology_78,linker1_homology_79,linker1_homology_87,linker1_homology_88,linker1_homology_89,linker1_homology_97,linker1_homology_98,linker1_homology_99,linker2_homology_0,linker2_homology_5,linker2_homology_10,linker2_homology_30,linker2_homology_35,linker2_homology_40,linker2_homology_45,linker2_homology_50,linker2_homology_55,linker2_homology_60,linker2_homology_65,linker2_homology_66,linker2_homology_70,linker2_homology_75,linker2_homology_77,linker2_homology_79,linker2_homology_87,linker2_homology_88,linker2_homology_89,linker2_homology_96,linker2_homology_97,linker2_homology_98,linker2_homology_99
XAVQIU01_clean,0.0,0.0,5.890511983363026e-11,0.0,7.752729808620375,0.0,1.0284400537200336e-12,0.0,1.1290383107468978e-135,0.0,7.0934614750425125,0.4544586174638468,0.0,5.182138318177904e-55,0.0,0.0,4.7073529922664096e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.752729808620375,0.0,0.0,0.0,0.0,1.1290383107468978e-135,0.0,7.0934614750425125,0.4544586174638468,0.0,5.182138318177904e-55,0.0,0.0,4.7073529922664096e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.778665885141934,4.982049137958428,1.851037965804776,0.669755458191885,3.5688401214068857e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.778665885141934,0.0,4.982049137958428,0.0,1.851037965804776,0.669755458191885,0.0,3.5688401214068857e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XADGOA_clean,2.158976163092841,0.0,18.83125514296826,0.0,0.1428390535902645,0.0,6.778459624904516e-52,0.0,2.333718208682442,0.0,10.46207920237758,0.0,0.0,1.0067515994812457e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8332115909981842e-111,0.1946514473971045,0.2235785883117256,0.0,0.0,0.0,0.1428390535902645,0.0,0.0,0.0,0.0,2.333718208682442,0.0,10.46207920237758,0.0,0.0,1.0067515994812457e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8332115909981842e-111,0.1946514473971045,0.0,0.0,0.2235785883117256,0.0,0.0,0.0,0.0,5.153369421346947,4.964901605619843,1.821076907181601,0.662268412421498,2.794772418238585e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.153369421346947,0.0,4.964901605619843,0.0,1.821076907181601,0.662268412421498,0.0,2.794772418238585e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XADDAJ_clean,0.0007002652275534,0.0,6.680932362454962,0.0,6.706027817976522e-09,0.0,5.101608647791747e-80,0.0,1.2214957776625597,0.0,5.197192489573237,9.198493465482727e-212,0.0,7.948721530480398e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.706027817976522e-09,0.0,0.0,0.0,0.0,1.2214957776625597,0.0,5.197192489573237,9.198493465482727e-212,0.0,7.948721530480398e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.627218015419093,5.060926032736915,4.344131635149815,1.3474967359991583,3.9878741953680464e-92,0.0,0.0,0.0,2.099960804450806e-247,0.4635333264953446,0.0,0.0,2.4600959394461078e-127,0.0,0.0,0.0,0.0,0.0,0.0,9.627218015419093,0.0,5.060926032736915,0.0,4.344131635149815,1.3474967359991583,0.0,3.9878741953680464e-92,0.0,0.0,0.0,2.099960804450806e-247,0.4635333264953446,0.0,0.0,0.0,2.4600959394461078e-127,0.0
XADGAM_clean,0.0,0.0,1.1667856206736222e-09,0.0,3.2760362216139627,0.0,0.1014709669032199,0.0,0.0289784777184549,0.0,2.556021824044831,0.0,0.0,1.1219878688921127e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2760362216139627,0.0,0.0,0.0,0.0,0.0289784777184549,0.0,2.556021824044831,0.0,0.0,1.1219878688921127e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.594338312026944,4.868589200731952,3.625036004680026,1.2821397377539443,9.64901644709032e-85,0.0,0.0,0.0,8.728053893237746e-126,0.5010171370631206,0.0,7.419986704140107e-302,2.0114819583477247e-177,0.0,0.0,0.0,0.0,0.0,0.0,3.237357970338141,0.0,3.858139542962741,0.0,4.882623164447178,1.2950189071767717,0.0,4.426801527968191e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAHWAM_clean,3.8929750394268248,0.0,9.847701743234706,0.0,1.6922064337618045e-17,0.0,1.2545623622453077e-103,0.0,1.1375114756366768e-264,0.0,10.863322625930984,0.0,0.0,1.4343548843536611e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.078319834836875e-41,2.928526087757217e-08,0.0,3.1355064534462497e-26,0.1718842976650955,0.0,0.0,0.0,1.6922064337618045e-17,0.0,0.0,0.0,0.0,1.1375114756366768e-264,0.0,10.863322625930984,0.0,0.0,1.4343548843536611e-44,0.0,0.0,0.0,0.0,0.0,6.078319834836875e-41,2.928526087757217e-08,0.0,0.0,3.1355064534462497e-26,0.0,0.0,0.1718842976650955,0.0,0.0,0.0,0.0,4.094344078851478,3.3093438054281425,5.011226661108176,0.6710641035894458,1.210872456176208e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094344078851478,0.0,3.3093438054281425,0.0,5.011226661108176,0.6710641035894458,0.0,1.210872456176208e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICIZOL_clean,0.0,0.0,1.055330462299865,0.0,1.4153673395470996,0.0,9.395560913156324e-26,0.0,1.9526593858410488,0.0,0.9343240625759044,0.0,0.0,5.128984551937682e-307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.409733117843523e-159,0.168746792229829,0.0,0.0,0.0,0.0,1.4153673395470996,0.0,0.0,0.0,0.0,1.9526593858410488,0.0,0.9343240625759044,0.0,0.0,5.128984551937682e-307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.409733117843523e-159,0.168746792229829,0.0,0.0,0.0,0.0,0.0,1.9950522211840185,0.0,13.741474901513186,6.654435452609328,6.469176560117547,2.2242547152982395,4.04930795007332e-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.500039538036235e-179,0.0117364739401626,0.0,0.0,0.0,1.9950522211840185,0.0,13.741474901513186,0.0,6.654435452609328,0.0,6.469176560117547,2.2242547152982395,0.0,4.04930795007332e-104,4.1753124769465e-311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.500039538036235e-179,0.0117364739401626
WUBHEI_clean,14.922379554584802,7.085757727277202e-16,0.0005337546821392,5.925912517730811e-20,5.93869096678017e-53,0.0,3.2935861245283058e-164,0.0,4.425302734444951,0.0,10.85835345489916,0.0,0.0,1.2717869311089145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195771796084029,7.085757727277202e-16,5.925912517730811e-20,0.0,5.93869096678017e-53,0.0,0.0,0.0,0.0,4.425302734444951,0.0,10.85835345489916,0.0,0.0,1.2717869311089145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195771796084029,0.0,0.0,0.0,0.0,2.781300862975705,5.849372975442082,1.2169649631929778,0.6494429052068551,3.447685105359399e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.781300862975705,0.0,5.849372975442082,0.0,1.2169649631929778,0.6494429052068551,0.0,3.447685105359399e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUMYAW_clean,0.0,0.0,1.99603776991054,0.0,3.4513208864145666,0.0,4.5386726181732573e-10,0.0,0.3909713182514361,0.0,2.5371530861049805,0.0,0.0,4.757178172749446e-246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.780019011776104e-16,0.0,0.0,0.6322599420648727,0.0,0.0,0.0,0.0,3.4513208864145666,0.0,0.0,0.0,0.0,0.3909713182514361,0.0,2.5371530861049805,0.0,0.0,4.757178172749446e-246,0.0,0.0,0.0,0.0,0.0,5.780019011776104e-16,0.0,0.0,0.0,0.6322599420648727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.301942379241332,5.088158024576404,8.6239178719149,1.551274105926752,1.4462903085745568e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.301942379241332,0.0,5.088158024576404,0.0,8.6239178719149,1.551274105926752,0.0,1.4462903085745568e-91,1.2235091364333817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUQMAB_clean,0.0,0.0,0.0005179797970431,0.0,8.634249020287793,0.0,7.220666049555879e-07,0.0,1.0654825619026485e-08,0.0,8.301227091217555,0.0,0.0,1.0038289853989248e-52,0.0,0.0,0.4430866449778551,0.0,0.0,0.0,0.0,5.658010867599605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.634249020287793,0.0,0.0,0.0,0.0,1.0654825619026485e-08,0.0,8.301227091217555,0.0,0.0,1.0038289853989248e-52,0.0,0.0,0.4430866449778551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.821237423643158e-08,0.0,0.0,0.0,0.0,0.0,3.738563714814976,5.111140191564145,3.524847897117536,1.232477803210574,5.315223920663067e-09,1.0035736094164965e-199,0.0,0.0,4.445724504177604e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.448672610728828,0.0,11.654169638543644,0.0,11.068923460762012,2.662999555056059,0.0,6.998544901329725e-08,0.0,0.0,0.0,0.3018062422566329,0.5626426851952941,0.0,0.0,1.253402918710349e-84,0.3048123421391829,0.0
NAJSUP_clean,0.0165126967408409,0.0,6.440417136776977,0.0,0.0009672159626394,0.0,1.0771137919776964e-60,0.0,1.2269663444134464,0.0,6.041888165261112,0.0,0.0,4.7381234223892645e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233978545727221,0.0,0.0,0.3914131176356473,0.0,0.0,0.0,0.0,0.0009672159626394,0.0,0.0,0.0,0.0,1.2269663444134464,0.0,6.041888165261112,0.0,0.0,4.7381234223892645e-29,0.0,0.0,0.0,0.0,0.0,0.2233978545727221,0.0,0.0,0.0,0.3914131176356473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9247206902515135,8.440588096280338,5.563436705502182,2.021275790240696,5.326859866022681e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282222574232281,0.0,0.0,0.0,0.0,0.0,0.0,4.9247206902515135,0.0,8.440588096280338,0.0,5.563436705502182,2.021275790240696,0.0,5.326859866022681e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282222574232281,0.0
