name,f-chi-0-all,f-chi-3-all,f-S-3-all,mc-chi-0-all,mc-Z-1-all,mc-Z-2-all,mc-S-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-S-1-all,f-lig-chi-1,f-lig-Z-0,f-lig-Z-1,lc-chi-2-all,lc-chi-3-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-T-1-all,lc-T-3-all,lc-S-3-all,lc-alpha-2-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-3-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-3-all,func-T-2-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-T-2-all,D_func-T-3-all,D_func-S-1-all,D_func-S-3-all,D_func-alpha-2-all,mass,mass_per_metal,metal_3p_energy,oxygen_count,nitrogen_count,carbon_count,metal_3d_energy,metal_4s_energy,metal_7s_energy,metal_5f_energy,outer_shell_1,covalent_radius_1,thermal_conductivity_1,electron_affinity_1,3rd_most_stable_oxidation_state_1,outer_shell_2,lattice_param_2_2,period_2,electron_affinity_2
QAMVEH01_clean,550.581,4344.3072,414.17280000000017,1.2544000000000002,3712.0,8816.0,2.6569,-18.56,-8.579999999999998,312.0,912.0,44.0,7.200000000000002,663.7140000000003,1371.0,2916.0,20.605599999999995,17.543999999999997,48.0,112.0,96.0,3.0,6.0,1.1242,87.98,0.8900000000000002,0.8900000000000002,1.7800000000000005,2.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.8670000000002,272.14450000000005,-41.938282,36.0,0.0,18.0,-32.412569,-9.432744,,,2.0,1.65,0.114,50.0,,2.0,,6.0,50.0
IKOVAH_clean,246.1979999999999,1655.8783999999996,199.5528,1.0561999999999998,2320.0,6503.5,3.3319999999999994,-14.199999999999998,-6.704999999999999,170.5,531.5,24.0,6.260000000000001,465.3894000000001,1662.0,3456.0,26.5224,17.543999999999993,88.0,144.0,96.0,3.5,6.0,1.1242,102.02500000000002,0.875,0.8900000000000005,1.780000000000001,-3.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,9.245,22.7986,21.4785,160.0,200.0,14.5,277.25500000000005,432.4389670000001,-0.8449999999999998,0.4750000000000005,1.1250000000000002,13.0,11.0,24.5,0.0,1.0,0.415,0.66,5.099999999999997,814.4177999999999,407.2089,-0.693776,16.0,0.0,4.0,,-0.088815,,,1.0,2.03,1.024,48.36,,2.0,,6.0,50.0
CAYKEU_clean,266.4407999999999,2024.9215999999988,200.4288000000001,1.2768999999999997,2832.0,12272.0,3.0976,-13.86,-7.5,323.0,771.0,19.0,6.18,416.9394000000001,1588.0,3288.0,24.550133333333328,17.543999999999997,74.66666666666667,133.33333333333334,96.0,3.333333333333333,6.0,1.1242,97.34333333333336,0.8799999999999999,0.8900000000000003,1.7800000000000007,-1.3333333333333333,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,10.107866666666665,26.01213333333333,20.167,128.0,165.33333333333334,11.333333333333332,223.52666666666664,328.21931133333334,-0.2766666666666664,0.6133333333333336,1.3433333333333335,6.0,8.0,17.666666666666668,-0.6666666666666666,-0.6666666666666666,0.18,0.4133333333333332,1.3999999999999986,999.95556,249.98889,-43.692548,16.0,0.0,4.0,-33.913996,-9.577447,,,2.0,1.65,0.125,50.0,,2.0,,6.0,50.0
BETFEN_clean,196.577,1070.5099999999998,96.81319999999997,1.2768999999999997,3658.0,5251.0,3.0976,-17.59,-7.1,265.0,626.0,44.0,8.200000000000001,434.112,1017.0,1992.0,19.5198,18.498428571428573,60.0,106.2857142857143,94.2857142857143,4.714285714285714,8.571428571428571,1.2144,111.89428571428572,0.5085714285714288,0.7628571428571432,1.625714285714286,1.1428571428571426,1.714285714285714,4.857142857142857,-2.857142857142857,-0.0342857142857143,0.0457142857142856,-5.142857142857145,-8.344888571428571,9.2416,29.944,44.38400000000001,49.0,182.0,20.0,284.21261400000003,401.18522800000005,0.9800000000000004,2.3100000000000005,3.640000000000001,2.0,9.0,16.0,-2.0,-2.0,-0.04,0.6799999999999998,-8.807110000000002,569.8937,284.94685,-43.692548,12.0,0.0,8.0,-33.913996,-9.577447,,,2.0,1.65,0.125,50.0,,2.0,,6.0,50.0
VUCTUK_clean,146.9096,724.3194,65.30020000000002,2.4025000000000003,1100.0,1900.0,1.9321,-10.395,-4.779999999999999,86.5,179.5,17.5,3.63,80.07051999999999,389.6,664.0,28.0532,15.617599999999998,84.0,152.0,68.0,3.5,1.5,0.6679499999999998,86.125,1.07,0.445,0.6199999999999999,-2.5,1.0,3.5,0.0,-0.02,0.18,-3.0000000000000004,0.3964449999999999,4.157425,10.0797,0.0,72.25,0.0,2.5,49.2369375,0.0,-0.6275000000000001,-0.0025,0.0,7.0,3.5,0.0,1.5,0.0,0.3375,0.0,5.1232225,363.861014,181.930507,-1.99145,9.0,0.0,4.0,-0.26654,-0.191136,,,2.0,1.17,0.0782,,2.0,2.0,,4.0,
POVZUX_clean,599.2579000000006,4307.873599999993,567.3879999999999,4.942034482758619,2768.689655172414,20384.275862068964,2.149448275862068,-6.148275862068968,-0.1889655172413794,64.55172413793103,968.9655172413792,15.10344827586207,3.8020689655172415,260.80133333333333,584.0,1330.6666666666667,31.28,13.778800000000002,91.0,125.0,59.49999999999999,10.0,8.5,0.853125,182.096421,1.1200000000000003,1.7500000000000002,0.7875,0.0,10.0,3.75,-0.75,0.55,0.175,0.4393350000000002,-1.478555,7.833699999999999,34.4052,27.7932,85.75,84.0,29.25,279.24392100000006,178.8283815,-0.4374999999999995,2.3625000000000003,2.2575,8.25,11.25,14.25,3.75,5.25,0.3849999999999999,0.8400000000000001,-4.435665,6015.7402,3007.8701,-50.08426,66.0,8.0,16.0,-39.528656,-10.844667,,,1.0,1.17,4.01,118.3,,2.0,,6.0,60.0
SONTAR_manual,209.582,1173.071,110.53459999999995,1.2768999999999997,4012.0,5251.0,3.0976,-19.01,-7.1,265.0,679.0,57.0,9.19,250.13199999999995,598.0,1108.0,18.91657777777777,19.266666666666666,66.66666666666667,103.11111111111111,97.33333333333331,5.666666666666667,10.666666666666666,1.2970222222222223,125.18,0.2966666666666667,0.6922222222222222,1.446666666666667,0.6666666666666666,1.5555555555555554,4.666666666666667,-2.4444444444444446,-0.0311111111111111,0.0733333333333333,-4.666666666666668,-6.635703333333335,9.2416,15.504,29.944,49.0,133.0,18.0,167.24,284.21261400000003,2.17,0.9800000000000004,2.3100000000000005,13.0,2.0,9.0,0.0,2.0,0.7399999999999999,0.3199999999999999,-7.800000000000001,593.9150999999999,296.95755,-43.692548,12.0,0.0,10.0,-33.913996,-9.577447,,,2.0,1.65,0.125,50.0,,2.0,,6.0,50.0
NUVXOT_clean,169.47399999999996,903.4073999999998,82.97040000000003,2.7224999999999984,900.0,2760.0,1.7161000000000004,-6.360000000000001,-5.480000000000003,118.0,290.0,5.0,2.2800000000000007,146.03420000000003,372.0,698.0,21.663199999999986,15.47466666666666,76.66666666666661,98.0,64.66666666666664,7.6666666666666705,7.333333333333331,0.9447333333333324,163.05507599999987,0.623333333333334,1.51,1.4799999999999989,1.333333333333334,6.0,6.0,-1.333333333333334,0.2133333333333331,0.2133333333333331,-5.271406666666672,-4.671406666666663,11.833599999999995,20.605599999999985,17.543999999999986,64.0,96.0,4.0,87.98,119.78,0.8900000000000005,0.8900000000000005,1.780000000000001,2.0,2.0,4.0,-2.0,-4.0,-0.04,-0.08,-6.000000000000001,452.3611000000001,150.78703333333337,-3.022363,4.0,6.0,9.0,-0.398944,-0.222725,,,2.0,1.25,1.16,,,2.0,,4.0,
OPIFUQ_clean,256.80119999999994,1524.6079999999986,188.9824,0.9025,2128.0,5244.0,3.4225,-17.430000000000003,-6.400000000000003,128.0,428.0,29.0,7.840000000000002,412.94700000000006,1695.0,2844.0,20.605599999999985,17.647199999999998,48.0,112.0,176.0,3.0,5.0,1.3066999999999995,87.98,0.8900000000000005,0.8900000000000005,1.75,2.0,2.0,-6.0,-3.0,-0.04,-0.33,-6.000000000000001,-20.100000000000016,6.656400000000001,26.316000000000013,43.16339999999997,256.0,560.0,24.0,876.8799999999997,950.7379339999994,0.0600000000000005,0.120000000000001,-1.2499999999999998,20.0,40.0,61.0,-4.0,0.0,0.5,1.9800000000000004,32.40000000000002,718.5554,179.63885,-9.301863,17.0,0.0,8.0,-4.813498,-1.455317,,,2.0,1.91,0.353,-168.0,,2.0,,5.0,-168.0
HAZGOF08_clean_h,184.7174,1164.9216,97.23600000000005,1.8496000000000004,1008.0,756.0,2.89,-12.48,-7.139999999999998,90.0,168.0,24.0,5.819999999999999,219.096,548.0,1008.0,20.605599999999992,17.543999999999993,48.0,112.0,96.0,3.0,6.0,1.1242,87.98,0.8900000000000003,0.8900000000000003,1.7800000000000007,2.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.968824,176.984412,-1.233165,12.0,0.0,6.0,-0.13108,-0.156478,,,2.0,1.44,0.158,,,2.0,,4.0,
SARNOQ_clean,537.9618,2928.614399999998,258.4799999999999,2.7225,840.0,1560.0,1.7161000000000002,-5.560000000000001,-9.160000000000002,188.0,280.0,4.0,2.24,293.28060000000005,684.0,1518.0,26.235199999999995,16.9936,91.0,140.0,91.0,10.0,10.0,1.1400000000000003,193.14,0.4900000000000002,0.4900000000000002,0.4900000000000002,1.0,1.0,1.0,-1.0,-0.02,-0.02,-3.9,-3.9,9.2416,20.906514285714284,14.140342857142857,49.0,76.0,13.428571428571429,175.92360400000004,126.85714285714288,0.26,0.9400000000000004,0.5600000000000004,1.1428571428571426,3.142857142857143,1.1428571428571426,-0.8571428571428571,-0.8571428571428571,0.0485714285714285,-0.0228571428571428,-4.744888571428571,1208.904,201.484,-3.022363,0.0,48.0,12.0,-0.398944,-0.222725,,,2.0,1.25,1.16,,,2.0,,4.0,
FIJDIM11_clean,376.4513999999998,2476.799999999998,223.3215999999999,2.4025000000000003,1200.0,1950.0,1.9321,-11.340000000000002,-4.666666666666666,88.66666666666667,224.66666666666663,20.0,3.96,219.096,548.0,1008.0,20.605599999999995,17.543999999999997,48.0,112.0,96.0,3.0,6.0,1.1242,87.98,0.8900000000000002,0.8900000000000002,1.7800000000000005,2.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.74227,142.957045,-1.99145,24.0,0.0,12.0,-0.26654,-0.191136,,,2.0,1.17,0.0782,,2.0,2.0,,4.0,
VAZLIT_clean,111.4566,491.232,31.47760000000001,1.44,3072.0,2304.0,2.8561,-13.44,-8.1,348.0,568.0,24.0,5.76,156.213,468.0,792.0,20.60559999999999,21.37099999999999,48.0,112.0,116.0,3.0,4.25,1.0877,87.98,0.8900000000000005,0.8900000000000005,0.6675000000000003,2.0,2.0,1.5,-2.25,-0.04,-0.03,-6.000000000000001,-4.500000000000001,8.8752,26.31599999999999,46.8528,48.0,204.0,18.0,179.67,120.1015245,1.3350000000000006,2.6700000000000013,1.86,3.0,6.0,10.5,-3.0,4.5,-0.06,0.5399999999999999,-18.000000000000004,325.3106,325.3106,-54.836922,6.0,0.0,6.0,-43.754556,-11.986486,,,2.0,1.61,0.106,50.0,,2.0,,6.0,50.0
VOXVEL_clean,68.9837,180.8064,18.5712,2.4649,128.0,240.0,1.0404,-7.479999999999999,-2.48,-44.0,-48.0,8.0,1.16,75.40480000000001,482.0,976.0,35.50080000000002,7.568000000000002,120.0,192.0,8.0,4.0,1.0,0.2700999999999999,84.27,1.25,0.0,1.2400000000000002,-7.0,0.0,7.0,0.0,0.0,0.3599999999999998,0.0,0.7928899999999999,8.432141666666668,20.67078,0.2522666666666667,141.8166666666667,0.2666666666666666,4.966666666666667,98.00041250000004,0.7962561,-1.1715000000000009,-0.0048333333333334,0.0413333333333333,13.3,6.766666666666666,0.2333333333333333,2.866666666666667,0.0,0.6415000000000004,0.012,9.904896833333328,196.90483,196.90483,,4.0,0.0,0.0,,,,,2.0,0.9,2.0,-240.0,,2.0,,2.0,-240.0
NIGBOW_clean,149.6598,651.1231999999998,50.22400000000002,2.6569,1104.0,1081.0,1.4884,-10.86,-3.68,68.0,128.0,24.0,2.9400000000000004,355.011,768.0,1560.0,20.605599999999995,17.543999999999997,48.0,112.0,96.0,3.0,6.0,1.1242,87.98,0.8900000000000001,0.8900000000000001,1.7800000000000002,2.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.9198,154.9599,-1.610516,10.0,0.0,4.0,-0.204634,-0.175968,,,2.0,1.22,0.307,50.0,,2.0,,4.0,50.0
HUCXOU_clean,184.044,1154.1888,96.5352,1.5129,3216.0,2412.0,2.7556,-13.260000000000002,-7.92,366.0,720.0,24.0,5.579999999999999,391.4972000000001,866.0,1754.0,20.605599999999995,17.543999999999997,48.0,112.0,96.0,3.0,6.0,1.1242,87.98,0.8900000000000003,0.8900000000000003,1.7800000000000007,2.0,2.0,4.0,-4.0,-0.04,-0.08,-6.000000000000001,-12.000000000000002,9.2416,23.256,44.38400000000001,49.0,182.0,18.0,250.86000000000007,401.18522800000005,0.4900000000000002,1.4700000000000006,3.640000000000001,1.0,3.0,16.0,-3.0,-2.0,-0.02,0.6799999999999998,-11.7,593.91764,296.95882,-61.436304,12.0,0.0,6.0,-49.565996,-12.985498,,,2.0,1.58,0.162,50.0,,2.0,,6.0,50.0
JUQVAU_clean,1720.6751999999974,15311.774400000002,1370.263199999999,3.5344,1026.0,2106.0,1.587600000000001,-6.999999999999999,-4.689999999999999,147.0,327.0,12.0,2.61,145.55400000000006,372.0,696.0,25.7536,18.4536,66.0,117.25,92.25,7.5,5.5,1.042300000000001,159.09946050000005,0.935,1.4425,0.7775,2.0,6.25,2.75,-1.0,0.25,0.0699999999999999,-3.7553324999999993,-3.251777500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4007.71668,166.988195,-2.388285,48.0,48.0,96.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
YUNJEX_clean,148.0368,918.3251999999998,65.97,3.61,1073.0,2001.0,1.9044,-6.5,-5.480000000000002,192.0,270.0,10.0,3.1899999999999995,246.3512000000001,454.0,1046.0,25.4144,17.520533333333333,88.66666666666666,98.0,65.33333333333333,10.666666666666666,10.0,1.0425000000000002,192.47015200000004,0.6533333333333337,1.7733333333333334,1.33,1.3333333333333333,9.333333333333334,7.0,-0.3333333333333333,0.48,0.36,-1.3428133333333334,-1.00711,9.2416,47.363200000000006,30.3696,49.0,105.0,36.0,343.465228,205.085228,1.4700000000000006,2.66,2.17,3.0,14.0,13.0,6.0,5.0,-0.06,0.7400000000000001,-2.01422,341.23248,170.61624,-2.609244,2.0,6.0,8.0,-0.202272,-0.172056,,,1.0,1.17,4.01,118.3,,1.0,,4.0,118.3
LEYLUX_clean,100.633575,373.28190000000006,29.018400000000003,3.667450000000002,1437.6666666666667,2630.6666666666665,1.7713999999999996,-3.546666666666668,-3.553333333333334,211.33333333333337,469.5,1.0,1.6266666666666665,205.683,621.0,972.0,25.91886666666665,28.92393333333332,94.0,126.33333333333329,136.0,7.6666666666666705,8.666666666666671,1.7158000000000009,314.9940946666666,0.4800000000000003,1.5466666666666669,1.5633333333333328,7.6666666666666705,31.66666666666668,20.333333333333343,-2.0,1.266666666666666,0.8766666666666659,23.885779999999983,12.22148333333333,11.833599999999995,20.605599999999985,26.797600000000013,64.0,112.0,5.0,87.98,122.9976829999999,0.8900000000000005,0.8900000000000005,2.5300000000000007,2.0,2.0,10.0,-3.0,-3.0,-0.04,0.3000000000000002,-6.000000000000001,175.63276000000002,175.63276000000002,-2.609244,2.0,2.0,4.0,-0.202272,-0.172056,,,1.0,1.17,4.01,118.3,,1.0,,4.0,118.3
HOFSUS_clean,199.26399999999995,1201.194,96.10200000000005,2.7225,1110.0,1440.0,1.7161000000000002,-7.75,-7.200000000000001,192.0,292.0,12.0,2.8400000000000003,327.256,768.0,1528.0,27.01728,31.09952,69.60000000000001,134.4,149.6,8.4,13.400000000000002,1.85536,204.22904560000003,0.9440000000000002,1.4760000000000006,1.4660000000000002,2.0,4.8,5.6000000000000005,-1.6,0.1039999999999999,0.1879999999999999,-7.482844,-5.7042660000000005,11.8336,20.605599999999995,19.2296,64.0,104.0,6.0,87.98,99.11,1.51,0.8900000000000003,1.29,5.5,2.0,3.0,-1.0,-2.0,0.1399999999999999,-0.06,-6.000000000000001,447.0056,223.5028,-3.022363,4.0,6.0,14.0,-0.398944,-0.222725,,,2.0,1.25,1.16,,,2.0,,4.0,
AXUHIL_clean,128.1479,534.2592,39.922,2.8561,1512.0,3360.0,2.1904,-6.800000000000001,-3.52,194.0,354.5,7.0,2.99,1104.6429999999975,2490.0,4800.0,20.710079999999987,25.80128000000001,46.8,100.8,75.2,3.2,4.4,1.08498,100.4490456,0.8100000000000003,1.1460000000000004,2.418,1.8,4.2,13.8,-1.4,0.1159999999999999,0.7240000000000001,-4.422844,1.6457799999999998,7.810176,24.982656,40.91673600000001,112.64,381.4400000000001,15.52,367.4609171199999,536.6171363200002,0.7312000000000001,1.8288000000000009,1.2480000000000004,8.0,19.52,25.919999999999995,-2.0800000000000005,-0.8,0.1279999999999999,0.8256,4.155449599999997,396.89448,198.44724,-21.637522,6.0,1.0,5.0,-14.685252,-3.596069,,,2.0,1.48,0.968,,,2.0,,5.0,
QUVDOB_clean,136.44955,729.624,52.5746,1.4884000000000002,3960.0,3861.0,2.7889,-16.649999999999995,-9.435,436.5,612.0,41.5,7.049999999999997,168.51330000000007,554.5,1032.0,24.550133333333324,26.832,72.0,133.33333333333334,112.0,3.333333333333333,3.6666666666666665,1.1631333333333336,97.34333333333336,1.0100000000000005,0.8900000000000003,1.3733333333333326,-1.0,2.0,7.333333333333333,-1.0,-0.04,0.3533333333333334,-6.000000000000001,0.0928899999999997,3.027438095238096,10.934095238095242,10.322114285714283,35.238095238095234,53.57142857142858,8.523809523809526,108.66463866666668,106.82770928571428,0.101904761904762,0.5142857142857143,0.4199999999999999,3.333333333333333,6.7142857142857135,5.7142857142857135,1.761904761904762,1.0476190476190477,0.1404761904761904,0.258095238095238,5.542879047619048,424.506924,424.506924,-59.091931,8.0,0.0,6.0,-47.4867,-12.551251,,,2.0,1.59,0.107,50.0,,2.0,,6.0,50.0
EWUSUL_clean,135.34080000000003,552.7144,76.494,4.099899999999999,1910.25,4828.5,1.9612,-2.6399999999999992,-1.2999999999999996,46.0,243.0,2.5,1.5975,268.821,466.0,1080.0,28.88,21.128000000000004,84.0,98.0,56.0,12.0,10.0,1.1325,233.94522800000004,0.9800000000000004,2.659999999999998,2.1700000000000013,2.0,14.0,13.0,1.0,0.7199999999999999,0.7399999999999995,-2.014220000000001,1.885779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.2384000000001,219.41280000000003,-2.609244,0.0,4.0,8.0,-0.202272,-0.172056,,,1.0,1.17,4.01,118.3,,2.0,,6.0,60.0
EPUXET_clean,203.54379999999995,1245.512,97.7822,2.8561,2208.0,4320.0,2.1904,-9.7,-6.019999999999997,294.0,724.0,21.0,4.46,427.68600000000015,679.0,1560.0,24.742799999999992,22.518000000000008,66.0,105.0,60.0,7.5,8.0,1.1174,160.96261400000003,0.9350000000000004,1.775,2.770000000000001,2.0,8.0,14.5,-1.0,0.3400000000000002,0.7099999999999997,-4.007109999999999,-1.2642200000000003,2.9584,5.151399999999999,5.977,16.0,16.0,1.25,21.995,26.916341499999994,0.2225000000000001,0.2225000000000001,0.8425,0.5,0.5,4.0,-0.75,-0.75,-0.01,0.1699999999999999,-1.5000000000000002,536.9730000000001,268.48650000000004,-21.637522,7.0,4.0,12.0,-14.685252,-3.596069,,,2.0,1.48,0.968,,,2.0,,5.0,
GUMBIA_clean,136.59873333333334,612.6039999999999,44.07946666666667,3.61,870.0,1044.0,1.9044,-5.36,-3.899999999999999,138.0,236.0,6.0,2.559999999999999,209.6610000000001,472.6666666666667,888.0,23.718399999999995,23.60053333333333,60.0,119.0,86.33333333333333,6.0,9.333333333333334,1.3123000000000002,153.39087133333337,0.9200000000000004,1.3633333333333342,2.306666666666666,2.0,4.333333333333333,10.666666666666666,-1.3333333333333333,0.0799999999999999,0.4533333333333333,-6.935703333333333,-4.142813333333334,2.6296888888888885,4.579022222222221,3.631111111111111,14.22222222222222,12.444444444444445,0.8888888888888888,19.551111111111112,18.617262888888888,0.1977777777777778,0.1977777777777778,0.4733333333333333,0.4444444444444444,0.4444444444444444,2.0,-0.4444444444444444,-0.4444444444444444,-0.0088888888888888,0.0711111111111111,-1.3333333333333337,195.6224,195.6224,-2.609244,2.0,2.0,6.0,-0.202272,-0.172056,,,1.0,1.17,4.01,118.3,,1.0,,4.0,118.3
UXABOL_clean,173.43119999999996,638.4747999999998,50.47680000000001,1.5376,3128.0,1632.0,2.7225,-12.31,-5.239999999999999,248.0,495.0,22.0,5.48,180.08099999999993,476.0,792.0,19.661922222222213,15.87027777777778,57.333333333333336,104.2222222222222,54.44444444444444,4.333333333333333,4.888888888888888,0.8372666666666668,98.05114922222224,0.5933333333333336,0.8300000000000001,1.9322222222222216,1.3333333333333333,2.333333333333333,8.555555555555555,-1.5555555555555554,0.0088888888888888,0.3288888888888888,-4.578567777777779,-3.873776666666668,7.889066666666667,13.737066666666664,10.893333333333333,42.66666666666666,37.333333333333336,2.6666666666666665,58.653333333333336,55.85178866666667,0.5933333333333336,0.5933333333333336,1.4199999999999997,1.3333333333333333,1.3333333333333333,6.0,-1.3333333333333333,-1.3333333333333333,-0.0266666666666666,0.2133333333333332,-4.000000000000001,590.5975999999999,295.2988,-63.818655,10.0,0.0,8.0,-51.682149,-13.423547,,,2.0,1.57,0.143,50.0,,2.0,,6.0,50.0
OXUNEB_clean,271.1473333333334,1701.6246,187.84366666666668,4.227699999999999,1725.6,7324.0,1.9443800000000009,-6.966666666666669,-0.5906666666666661,86.06666666666666,516.4666666666667,14.0,3.4613333333333336,65.31413333333334,481.3333333333333,965.3333333333334,34.60250000000001,3.7786,115.125,183.5,6.4375,4.0,0.6875,0.15425,88.39845174999999,1.2025,0.135625,0.4925,-6.5,0.8125,2.9375,-0.1875,0.04625,0.16,0.11786125,0.609389375,7.346469791666668,13.486925,1.5712666666666668,162.01041666666666,4.104166666666666,3.510416666666667,53.03968612499999,8.089236812500001,-2.3003125,0.1341666666666666,0.1308333333333333,17.15625,2.8541666666666665,0.8958333333333333,1.2291666666666667,0.5625,0.8271875000000004,0.055,3.1064077083333324,226.330746,226.330746,,3.0,2.0,2.0,,,,,2.0,1.36,1.56,-230.0,,2.0,,3.0,-230.0
QIRYAS_clean,384.89759999999984,3236.2968000000005,294.4718,3.5344,1224.0,3141.0,1.5876,-8.786666666666667,-3.01,99.66666666666669,375.6666666666667,22.0,3.5833333333333344,212.874,560.0,1020.0,22.70674,23.60414,56.1,116.725,114.8,5.025,7.475,1.3676975,132.13233815,0.91025,1.2095000000000002,1.5285000000000002,2.0,3.575,5.25,-2.1,0.0409999999999999,0.1199999999999999,-6.63159975,-6.663199500000001,5.916799999999999,10.302799999999998,9.6148,32.0,52.0,2.0,43.99,49.555,0.445,0.445,0.645,1.0,1.0,1.5,-1.0,-1.5,-0.02,-0.03,-3.0000000000000004,891.8022499999998,148.63370833333332,-2.388285,18.0,4.0,16.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VOCQEJ_clean,209.9678,1421.8080000000004,100.38240000000002,3.6481,1288.0,1988.0,1.4641,-8.38,-4.769999999999999,181.0,384.0,21.0,2.84,224.451,471.0,936.0,24.053266666666666,18.778333333333336,63.0,106.16666666666666,70.58333333333333,6.75,8.166666666666666,1.082325,148.79884500000003,0.9275000000000002,1.6275,2.000833333333334,2.0,7.0,8.583333333333334,-1.5833333333333337,0.2766666666666666,0.3283333333333332,-4.339258333333333,-5.082110000000001,5.9168,10.302799999999998,8.17,32.0,28.0,2.0,43.99,41.888841500000005,0.4450000000000002,0.4450000000000002,1.0649999999999995,1.0,1.0,4.5,-1.0,-1.0,-0.02,0.1599999999999999,-3.0000000000000004,430.54574,215.27287,-2.594158,7.0,4.0,12.0,-0.348699,-0.210764,,,2.0,1.15,0.907,111.0,,2.0,,4.0,111.0
LACJAC_clean,231.07255,1168.2965,100.24950000000004,2.7225,814.2857142857143,1182.857142857143,1.7161000000000004,-5.62,-6.497142857142857,149.14285714285714,272.0,4.285714285714286,2.1028571428571428,149.40192000000002,351.8,678.0,24.231766666666665,9.365666666666666,73.41666666666667,106.16666666666669,38.91666666666666,7.791666666666668,3.083333333333334,0.5371999999999999,141.26134500000003,0.7420833333333337,1.2379166666666668,1.0175000000000003,1.583333333333333,6.166666666666667,4.0,-1.0833333333333333,0.2933333333333333,0.1283333333333333,-1.4642583333333337,-3.294629166666668,4.4376,7.727099999999998,6.578999999999999,24.0,36.0,1.5,32.9925,44.9175,0.3337500000000001,0.3337500000000001,0.6675000000000002,0.75,0.75,1.5,-0.75,-1.5,-0.015,-0.03,-2.2500000000000004,366.964,183.482,-3.022363,2.0,6.0,10.0,-0.398944,-0.222725,,,2.0,1.25,1.16,,,2.0,,4.0,
LULVOF_clean,358.3427999999999,2327.622999999999,177.79459999999995,3.5344,1260.0,2052.0,1.5876,-8.826666666666668,-4.466666666666666,140.0,302.6666666666667,21.33333333333333,3.1533333333333338,352.971,746.5,1548.0,23.7184,24.403199999999995,60.0,119.0,113.0,6.0,10.666666666666666,1.506966666666667,153.39087133333337,0.9200000000000004,1.3633333333333335,2.0733333333333337,2.0,4.333333333333333,7.333333333333333,-2.6666666666666665,0.0799999999999999,0.1866666666666666,-6.9357033333333336,-8.671406666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0967049999999,224.3655683333333,-2.388285,12.0,4.0,20.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
