name,mass,mass_per_metal,metal_3p_energy,oxygen_count,nitrogen_count,carbon_count,metal_3d_energy,metal_4s_energy,metal_7s_energy,metal_5f_energy,outer_shell_1,covalent_radius_1,thermal_conductivity_1,electron_affinity_1,3rd_most_stable_oxidation_state_1,outer_shell_2,lattice_param_2_2,period_2,electron_affinity_2
QUFGIH_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
YIZGOF_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
GOMREG_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
FALZOI_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
DARJUD_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
YIZGEV_clean,206.2094006,206.2094006,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
QUFGED_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
CAXTAY_clean,1524.1348632,127.0112386,-0.102545,48.0,0.0,36.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
WOJJOV_SL,264.0157572,132.0078786,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
SABWAU_SL,264.01575720000005,132.00787860000003,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
YOTXOW_clean,261.9998772,130.9999386,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
SABVOH_manual,264.0157572,132.0078786,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
IGUTEK_clean,209.0976626,209.0976626,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
GOMRAC_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
IVEQEG_clean,337.85212520000005,168.92606260000002,-0.102545,10.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
YOMVIG_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
SUSZIQ_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
DOYBEA_clean,264.01575720000005,132.00787860000003,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
WAYMIU_manual,264.0157572,132.0078786,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
SABVOH01_clean,264.0157572,132.0078786,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
CAXTEC_clean,1452.0706632,121.0058886,-0.102545,48.0,0.0,30.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
YIZGIZ_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
SOQJOZ_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
AXUPEO_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
RAWZIA_clean,261.9998772,130.9999386,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
WAYMEQ_SL,264.0157572,132.0078786,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
EBOTOF_clean,499.8076152,124.9519038,-0.102545,12.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
PITPEP_clean,599.6994738000001,199.8998246,-0.102545,15.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
IKOKEA_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
HOZDIL_clean,274.8795632,137.4397816,-0.102545,8.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
CELZIE_SL,528.0315144,132.0078786,-0.102545,20.0,0.0,8.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
TAFPOG_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
MILQIJ_clean,261.9998772,130.9999386,-0.102545,10.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
ECIYEU_clean,214.8741866,214.8741866,-0.102545,4.0,0.0,0.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
BUSQIQ_clean,420.0228744,105.0057186,-0.102545,16.0,0.0,4.0,,,,,3.0,1.18,2.37,45.0,,3.0,,3.0,45.0
GOBSUM_clean,1081.86837,180.31139500000003,-2.388285,24.0,4.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VOCQAF_clean,431.02533,215.512665,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JIZJEJ_clean,1939.65594,161.63799499999996,-2.388285,40.0,8.0,40.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
RIRDED_clean,211.045595,211.045595,-2.388285,0.0,4.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
LACBID_clean,516.912785,172.30426166666666,-2.388285,12.0,2.0,10.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
QEBGEL_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFTEC_clean,287.101795,287.101795,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
CAXZOS_clean,223.008395,223.008395,-2.388285,4.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
IGAGAA_clean,828.04918,207.012295,-2.388285,8.0,16.0,20.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
OKIPOO_clean,207.008995,207.008995,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
DARVAW_clean,249.025795,249.025795,-2.388285,4.0,3.0,7.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
LASWIN_clean,184.980295,184.980295,-2.388285,4.0,1.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JUJZEV_clean,804.7816989999999,160.95633979999997,-2.388285,14.0,4.0,14.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
FUNGAY_clean,217.026995,217.026995,-2.388285,2.0,3.0,7.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HEGPAL_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSKAG_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
REJLEY_clean,709.097185,236.3657283333333,-2.388285,8.0,10.0,22.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSJUZ_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
QUNVIG_clean,1096.8504033999998,156.69291477142855,-2.388285,0.0,12.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSMAI_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JUSHAI_clean,470.885865,156.961955,-2.388285,12.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WICQIJ_clean,211.045595,211.045595,-2.388285,0.0,4.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
DARJOX_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDFAN_clean,432.0332699999999,216.01663499999995,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
BELTUJ_clean,487.829747,162.60991566666667,-2.388285,13.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GEGGIK_clean,587.80878,146.952195,-2.388285,16.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
BEYSEF_clean,229.037695,229.037695,-2.388285,2.0,3.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
FEXCES_clean,337.96178999999995,168.98089499999998,-2.388285,6.0,2.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
CUWNOZ_clean,991.78405,165.29734166666668,-2.388285,26.0,2.0,16.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EPEWAY_clean,1864.35788,233.044735,-2.388285,40.0,16.0,40.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
QOHTUD_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
FILYEG_clean,825.69297,137.61549499999998,-2.388285,22.0,0.0,10.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EBAVIP_clean,207.008995,207.008995,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
CEKHIL_clean,293.90439,146.952195,-2.388285,8.0,0.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
SOJKOT03_clean,226.993795,226.993795,-2.388285,6.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WEBQIF_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HISJAW_clean,991.668385,141.66691214285714,-2.388285,27.0,0.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
DONXUB_clean,231.118195,231.118195,-2.388285,2.0,2.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VOCKUT_clean,432.03327,216.016635,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
LAZHUR_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
IBACAS_clean,210.997695,210.997695,-2.388285,4.0,2.0,5.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KULZEY_clean,207.008995,207.008995,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
SIWSUO_clean,369.96059,184.980295,-2.388285,8.0,2.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HASMIZ_clean,526.14451,263.072255,-2.388285,8.0,4.0,18.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JADMAF_clean,207.00899500000003,207.00899500000003,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDFIV_clean,432.03327,216.016635,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HOCDIO_clean,264.919919,264.919919,-2.388285,6.0,0.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFROK_clean,287.10179500000004,287.10179500000004,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MUMYAW_clean,287.10179500000004,287.10179500000004,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
YUKVEG_clean,226.993795,226.993795,-2.388285,6.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KINLAW_clean,223.008395,223.008395,-2.388285,4.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
CUKVUA_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HEBJAB_clean,114.953395,114.953395,-2.388285,2.0,0.0,2.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WONRUM02_clean,1900.723474,135.76596242857144,-2.388285,44.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
PACYIE_clean,430.07519,215.037595,-2.388285,0.0,12.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
SEHZUB_clean,574.27343,287.136715,-2.388285,6.0,4.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
PARVUB_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSJOT_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
AMUFEV_clean,663.86498,165.966245,-2.388285,16.0,2.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ODONIF_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
OLANEW_clean,287.101795,287.101795,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JUFBIX_clean,369.96059,184.980295,-2.388285,8.0,2.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
PASNAA_clean,1643.4946599999998,136.95788833333333,-2.388285,40.0,0.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
OXAMIK_clean,536.744833,178.91494433333332,-2.388285,10.0,2.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KIYJAF_clean,245.037095,245.037095,-2.388285,3.0,3.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
CAZNUO_charged,570.9402849999999,190.3134283333333,-2.388285,13.0,3.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EQEREY_clean,796.13958,199.034895,-2.388285,0.0,16.0,28.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GIZVER_clean,680.756655,136.151331,-2.388285,18.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ARUCOH01_clean,446.01679,223.008395,-2.388285,8.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ISIKOL_clean,207.008995,207.008995,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDGES_clean,432.0332699999999,216.01663499999995,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
COWREN_clean,481.908505,160.63616833333333,-2.388285,12.0,1.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
BEPRIZ_clean,570.940285,190.3134283333333,-2.388285,13.0,3.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ZUQMAB_clean,419.99939,209.999695,-2.388285,8.0,3.0,11.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
QOHTOX_clean,446.01679,223.008395,-2.388285,8.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFNUM_clean,287.101795,287.101795,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
COXHED_clean,226.993795,226.993795,-2.388285,6.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
RIBDEN_clean,337.91389000000004,168.95694500000002,-2.388285,10.0,0.0,5.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
RAVVIU_clean,1763.42634,146.952195,-2.388285,48.0,0.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ZALMIL_clean,168.98089499999998,168.98089499999998,-2.388285,3.0,1.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
YANBAR03_clean,1763.42634,146.952195,-2.388285,48.0,0.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GETXAG_clean,86.96647499999999,86.96647499999999,-2.388285,0.0,1.0,1.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EKIJEP01_clean,386.852265,128.950755,-2.388285,10.0,0.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
NERVOV_clean,432.03327,216.016635,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ADAXIO_clean,707.83318,176.958295,-2.388285,20.0,4.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
COZMUA_clean,587.80878,146.952195,-2.388285,16.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ERUNIQ_clean,1211.7951199999998,151.47438999999997,-2.388285,21.0,8.0,24.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
PUQHEP_clean,653.91806,163.479515,-2.388285,12.0,4.0,14.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFTIG_clean,287.10179500000004,287.10179500000004,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MAQZOV_clean,1591.4200999999998,132.61834166666665,-2.388285,40.0,0.0,20.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
QIRYAS_clean,891.8022499999998,148.63370833333332,-2.388285,18.0,4.0,16.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
FUNFOL_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFSAX_clean,287.10179500000004,287.10179500000004,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
RUFTET_clean,707.83318,176.958295,-2.388285,20.0,4.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EDOYOL_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JEXWUF_clean,226.993795,226.993795,-2.388285,6.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
TATSIS_clean,446.01679,223.008395,-2.388285,8.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
IQECIS_clean,748.9876896,187.2469224,-2.388285,10.0,6.0,15.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HELDOT_clean,440.856585,146.952195,-2.388285,12.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ICAQIO_clean,369.96059,184.980295,-2.388285,8.0,2.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WAXJAJ_clean,215.037595,215.037595,-2.388285,0.0,6.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MIFVEE_clean,287.101795,287.101795,-2.388285,0.0,6.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EXEXAH_clean,326.00559,163.002795,-2.388285,0.0,8.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDGIW_clean,432.0332699999999,216.01663499999995,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WAXJAJ01_clean,215.037595,215.037595,-2.388285,0.0,6.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ZILBIH_clean,223.008395,223.008395,-2.388285,4.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GEZRAG_clean,1187.56535,118.756535,-2.388285,19.0,3.0,21.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VULFOZ_clean,591.8405399999999,147.96013499999998,-2.388285,16.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDFUH_clean,432.0332699999999,216.01663499999995,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
ZIJVAR_clean,191.009595,191.009595,-2.388285,2.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
NIJTOR_clean,388.02377,194.011885,-2.388285,5.0,4.0,11.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
JUJZIZ_clean,804.7816989999999,160.95633979999997,-2.388285,14.0,4.0,14.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
IBABOF_clean,209.001695,209.001695,-2.388285,4.0,1.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
TIXMIX_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
RACZEC_clean,337.96178999999995,168.98089499999998,-2.388285,6.0,2.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
DUDKEU_clean,480.877385,160.29246166666667,-2.388285,13.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSJAF_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSLAH_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
WECFAN01_clean,414.01799,207.008995,-2.388285,6.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
BEXSEE_clean,114.953395,114.953395,-2.388285,2.0,0.0,2.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
YOVXEO_clean,181.962557,181.962557,-2.388285,1.0,2.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
VEDGAO_clean,432.0332699999999,216.01663499999995,-2.388285,7.0,4.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
EXIDEV_clean,207.008995,207.008995,-2.388285,3.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
XULDOZ_clean,678.740775,135.748155,-2.388285,18.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
FUDHAP_clean,293.90439,146.952195,-2.388285,8.0,0.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
HEGNAJ_clean,246.825843,246.825843,-2.388285,4.0,0.0,,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
YUZRAO_clean,623.038025,207.67934166666663,-2.388285,12.0,4.0,16.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
MUHNAG_clean,560.976785,186.99226166666665,-2.388285,8.0,8.0,12.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KEFWAV_clean,496.876785,165.625595,-2.388285,14.0,0.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
DIDBAV_clean,223.008395,223.008395,-2.388285,4.0,2.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
IWELIG01_clean,1907.77274,158.98106166666665,-2.388285,24.0,24.0,40.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GESDUF_clean,261.90559,130.95279499999998,-2.388285,6.0,0.0,4.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
KOSKUA_clean,392.858385,130.952795,-2.388285,9.0,0.0,6.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
GAYPED_clean,211.045595,211.045595,-2.388285,0.0,4.0,8.0,-0.322368,-0.204497,,,2.0,1.16,1.0,70.0,,2.0,,4.0,70.0
