name,Temp
EGAFOJ_clean,270.6413302
LITDAV_clean,270.7279298
KOZQEX_clean,271.037037
HOCDOU_clean,271.7075935
VUNXUY_clean,271.7366418
VERZID_clean,271.8444649
UTOTUT_clean,272.0582096
WEBKOD_clean,272.085527
QUSCEN_clean,272.1804511
NIMPEG_clean,272.3356364
CISLUN_clean,272.9225211
RUMROI_clean,273.0447153
GUFREF_clean,273.1632653
DAXJET01_clean,273.179373
YOTROQ_clean,273.4127342
HOWSIX_clean,273.4842031
FAMQAO_clean,273.5483516
VIWLAQ_clean,273.6501241
OTOLIU_clean,273.7272193
NOHHID_clean,274.2336119
OTENEH_charged,274.5454545
GUBZAF_clean,274.5541866
NAHHAI_clean,274.674746
MIXKUB_clean,274.9209028
YUKTUU_clean,275.0162317
BEXSII_clean,275.0944719
CIRTUU_clean,275.3042592
XAGPUT_clean,276.1110516
NAFSOF_clean,276.3043334
EPUXET_clean,276.4641138
JEXWUF_clean,276.6142617
EBIZUN_clean,276.7611603
RIBDAJ_clean,276.8558673
FIRPAZ_clean,276.8564638
LUWYUY_clean,276.8570257
VIWKOD_clean,277.7591121
MAWFEY_clean,278.0259967
LABKIL_clean,278.444436
DOKDEN_clean,278.6202519
AGOFEJ_clean,278.6485193
ACALIB_clean,278.7097806
QISKIN_clean,278.7669164
VIXPUP01_clean,278.8896299
FALVOF_clean,279.4386103
LODPUR_clean,279.6926435
RIPWIY_clean,279.7017247
AMAGAX_clean,279.8021325
LACBID_clean,280.2399121
EBOCOQ_clean,280.5529954
JALLOA_clean,280.563732
JIXWUJ01_clean,280.9180858
ETEKAQ_clean,280.9371394
EBINUA_clean,281.0077487
BEXSAA_clean,281.557318
MAWFIC_clean,281.5798045
SOJKOT01_clean,281.7929364
SOJKOT02_clean,281.7929364
PEWKOT_clean,281.8117978
PAPXUB_clean,282.4455577
OSIXIY_clean,282.9630647
OSIWUJ_clean,282.9630647
EYULOA_clean,283.251261
HOCDIO_clean,283.5333263
PORVID_clean,283.925962
FAGQAI_clean,283.9658444
FEFVES_clean,284.2671194
DUTKAG_clean,284.2675894
YUHHIU_clean,284.4969567
XULCIR_clean,284.7349466
EBATUZ_clean,284.9558914
OFOCUI_clean,284.980666
VEJHEZ_clean,284.994768
ZECKID_clean,285.1063595
UTOTUT01_clean,285.2717595
WORSUT_clean,285.2857442
WIDZUG_clean,285.5349441
SALXIP_clean,285.5408744
KOJZEP_manual,285.7801353
VUKSOL_clean,286.082996
WUSGIC_clean,286.1117223
FILYEG_clean,286.642966
EDOMAM_clean,287.0993399
ZIJVOF02_clean,287.4531258
ZIJVOF01_clean,287.4531258
GAJZIC_clean,287.4612857
AXUHEH_clean,287.6764633
VULFOZ_clean,288.4221055
UDEPIE_clean,288.6372698
EKOKIA_clean,288.956945
ELELEN_clean,289.1455998
QARTAG_clean,289.2333764
HOJLUP_clean,289.2874478
REWNEO_clean,289.3286705
NANNEY_clean,289.6135468
TEBWII_clean,289.6182731
NIFTIH_clean,289.9416166
RUGJEK_clean,289.9788051
VICSIL_clean,290.1056629
GIYSUD_clean,290.4196738
OYIVEY_clean,290.4336735
YITHOA01_clean,290.6776746
EHUCOA_clean,290.9145658
WECBAJ_clean,290.9622615
MAYKOO_clean,291.2424047
WAHNOL_clean,291.2686184
WEJSAH_clean,291.6167678
BIDPOV_clean,291.7077905
QOMSES_clean,291.9654765
OMIPEH_clean,292.1005647
MASZUD_clean,292.2208211
SIVJIS_clean,292.2430627
YANBAR03_clean,292.4264799
HOWSAP_clean,292.5018404
NERVEL_clean,292.635031
ISISUZ_clean,293.4245539
OSAXAI_clean,294.0015177
OCUMOR_clean,294.0038189
VETMIS_clean,294.0800379
TISJOW_clean,294.1234138
FIRMUQ_clean,294.3529412
VOCQAF_clean,294.6154788
QOCBUH_clean,294.7067958
NOFQOQ_clean,294.8717949
EQETAX_clean,295.1505435
HIVQAG_clean,295.3414227
QUQHAM_clean,295.6166696
FOXHUX_clean,295.8547177
NERVOV_clean,296.1468137
YOZJEE01_clean,296.3526726
QOSJOZ_clean,296.5066632
NAYZOE_clean,296.5286041
QOFKUT_clean,296.7787793
HOWPEQ_clean,297.2080252
ETECIR_clean,297.2560934
FIRNOL_clean,297.3793103
TAPKAY_clean,297.4256402
XOVQIJ_clean,297.4773917
GESNOI_clean,297.6253949
GERWEH_clean,297.6642784
WATPIT_clean,297.8172954
CUKXIR_clean,298.2101227
PUZKOM_clean,298.3398246
IBUBIT_clean,298.7205314
OLOPEM_clean,298.8827137
XADGAM_clean,299.8244051
PUZLAZ_clean,299.8648606
EBAVAH_auto,299.91655
FALZEY_clean,300.2741138
LUKRIS_clean,300.67742
GISZUF_clean,300.6850308
YOYTUD_clean,301.0590072
AGONEQ_clean,301.1680955
EPEWAY_clean,301.1684498
YOZRUC_clean,301.4388489
QOSKAM_clean,301.480716
COVYIX_clean,301.4840162
SEYDUW_clean,301.5012102
OMITUB_clean,301.6359441
NEVJOP_clean,302.0009364
TONLOZ_clean,302.0286012
TETZID_clean,302.1849431
AHAMAY_clean,302.3710664
LIWXIZ_clean,302.6419777
NAHNES_clean,303.1813953
ISIYUF01_clean,303.2403556
REHVEH_clean,303.4290065
IRORUE_clean,303.5805557
ABEXEN_clean,303.6005196
ARAHIM02_clean,303.6184455
ZIKJOU_clean,303.6227942
ILENOC_clean,303.6300998
BUQWER_clean,303.6504511
FIBKEI_clean,303.6949857
OKITAE_clean,304.0504156
YARKAF_clean,304.1690772
HISJIE_clean,304.6428905
YARBAW_clean,304.7898081
BETHEP_clean,304.9769105
BETHIT_clean,304.9769105
HEGNAJ_clean,305.4021287
QANSUV_clean,305.5091288
GIXGOK_clean,305.6151029
XAVQIU01_clean,305.6706282
MUZGAQ_clean,305.6840155
GITVEL01_clean,305.8099234
FALZIC_clean,305.9031686
VAGBEN_clean,307.0006423
PASNEE_clean,307.3852763
VIMRAM_clean,307.7125429
ANEPIT_clean,308.0504708
URUWEL_clean,308.0947438
SEYFAE_clean,308.1989586
HAWWOT_clean,308.6673131
DOHNUL_clean,308.8811246
FUWFOU_clean,308.8954438
OBIBAF_clean,309.2421258
PEYPAM_SL,309.8593105
YUKKAR_clean,310.2932542
XOPLOE_clean,310.6114021
HOMRIL_clean,310.7416332
FOMWOV_clean,310.9380762
AFITUF_clean,311.3575743
WICQOP_clean,311.4017217
RUYNIK_clean,311.4478523
QEVKOS_clean,311.5727583
SETQOZ_SL,312.115707
SADMUH_SL,312.1959558
JOQSOZ_clean,312.3924549
NUYWOU_clean,312.8441285
FUFTUX_clean,312.9421556
EKETUL_clean,312.9753915
HUVHIR_clean,313.1195335
FUYKER_clean,313.4128137
UPOVOL_clean,313.4263678
VUCTOE_clean,313.5975305
NISBEX_clean,313.7130051
PAPVAF_clean,313.7735232
KIYJAF_clean,313.8598735
RUGHUY_clean,314.1043765
ECOLEP_clean,314.7802929
PARKUQ01_clean,315.1136816
FECXES_clean,315.2777075
JORRAL_clean,315.308954
BOMCOX_clean,315.3767474
QUSRON_clean,315.4085634
QARCET_clean,315.4911248
BEXVEH_clean,315.7264492
OGIKAR_clean,315.9818107
RUGGIL_clean,316.031211
FEWQIJ_manual,316.0401003
JUGLAA_clean,316.4959286
RIFGAQ_clean,316.5774759
NUHZAS_clean,316.8348031
NOMQAJ01_clean,316.8423856
OLONAG_clean,317.1019123
TOFQEM_clean,317.1142317
VAGBUD_clean,317.1302491
XUWSUD_clean,317.25
AXUHIL_clean,317.5565065
DOKHIV_clean,317.7997951
GOPTIQ_clean,318.1431562
FUTKEL_manual,318.6261872
FAQVEA_clean,318.6781085
GEGGUW_clean,319.0293354
GUKYUI_clean,319.3081081
UMELUU_clean,319.4038265
TONMAM_clean,319.7657775
REVYUO_clean,320.0805757
SAYTUJ_clean,320.4124386
SUJNUH_clean,320.4915261
NORJEL_clean,320.7228444
DONXUB_clean,320.751634
VEHLEA01_clean,320.7807808
PIHWOU_clean,320.9030281
PEYPIU_clean,321.1599614
RUGNUE_clean,321.2719881
CUKXAJ_clean,321.8031832
XUBJAF_clean,322.1162424
BEPBAB_clean,322.2958057
QADWEY_clean,322.5036982
RUGJOU_clean,322.6614546
HOGSIG_clean,323.1552304
UNABUH_clean,323.1715073
UNACIW_clean,323.1715073
HEKTUO_clean,323.5796883
DAPXID_ion_b,324.3306596
SOYWOT_neutral_b,324.4028962
SETQEP_clean,324.4736098
VULFIT_clean,324.5452001
GASSUR_clean,324.9417839
VOTKEW_clean,325.1539437
ZUQMAB_clean,325.3052632
GEZYOB_clean,325.4503226
YINCIJ_clean,326.0966648
IHECAB_clean,326.1795041
REGMOH_clean,326.8954791
XEGKEB_clean,327.2873194
YAZYIJ_clean,327.5122158
ZEFVEN_clean,327.5373619
QOVWOP_clean,327.6819418
MIFROK_clean,327.6994881
BONWIL_clean,328.0684755
VITZEF_clean,328.391894
PEZCII_clean,328.4002955
ZOTKAW_clean,328.4020327
CAXTAY_clean,328.490437
RUGHEI_clean,328.5762393
MOFKUO_clean,328.7584323
MIFTUS_clean,328.7868815
EMEGEJ_clean,329.2455276
FUWYAY_clean,329.4521657
LUMZAW_clean,329.4724305
CIMTEZ_charged,329.5142455
ATOGEV_clean,329.6013485
YINCUV_clean,329.6362008
YARKOT_clean,329.7266352
TATSIS_clean,329.7466305
VULKOD_clean,330.1376548
OHAKIS_clean,330.1538462
CABQEB_clean,330.2843243
ETAXIH_clean,330.5499596
FIRNAX_clean,330.6817854
DUZPUL_clean,330.9355992
TILHAZ_clean,330.9915833
FERVOP_clean,331.2332453
FERWAC_clean,331.2332453
RUGJIO_clean,331.8540515
ELERIX_clean,332.4141589
UKUBUY_clean,332.809993
OTUDIS_clean,333.7934297
MAQBIS_clean,333.8204749
CETGOY_clean,334.2481
ZASTUK_clean,334.3232616
DOZKIO_clean,334.3372401
RANWAH_clean,334.7443308
UKUBIM_clean,334.8137786
YUDFOU_clean,334.9498637
SIVQAR_clean,335.2454885
SAQQAD_clean,335.2698129
AVEQID_clean,335.6301962
EBIHII_clean,335.7495713
ZALMIL_clean,335.7884876
HEKTAU_clean,335.9969816
CODSUL_clean,336.0218897
CUGVUW_clean,336.0513763
SONTUL_neutral_b,336.2090072
ELERIY_clean,336.5220643
ASIQIE_clean,336.6301888
CUKXUC_clean,336.8005739
LUMYOJ_clean,337.1174798
AVESOL_clean,337.2330495
VAYWEZ_clean,337.3998449
DEXZIR_clean,337.6295648
TETWOG_clean,338.0021904
IXAMEA_clean,338.002819
IXAMAW_clean,338.002819
IXAMIE_clean,338.002819
LUKRUE_clean_h,338.2185923
SUVNEE_clean,338.3402523
NUGROX_clean,338.4341614
CUYWUP_clean,338.6216769
VEPDEB_charged,338.6374269
PAMVEG_clean,338.8770437
JUJZIZ_clean,339.0088176
DOKHUH_clean,339.2501744
TUKCUZ_clean,339.927402
IJEXIF_clean,339.9994695
TISLIR_clean,340.4624675
UVUFUN_clean,340.6648679
ZOXTUD_clean,340.7416432
DIVQAB_clean,340.8886751
VOCNOQ_clean,341.0379981
JALLEQ_clean,342.0715292
DIVMUR_clean,342.1412372
KIDXUR_clean,342.4337939
YINCOP_clean,342.9028716
IYAJOJ_clean,343.2098765
KIYTOD_clean,343.2831781
YOTRUW_clean,343.4480361
TAJXIO07_clean,343.5144425
TAJXIO_clean,343.5144425
IFASOZ_clean,343.6045079
ALUREF_clean,343.7343358
HOWQAM_clean,343.7833096
PASKAX_clean,344.241131
IXUQUO_clean,344.2548191
NIMXIS_clean,344.2949676
BIXXIR_clean,344.5728101
YEDKUO_clean,344.7337591
CAVNOE_clean,344.8755117
XIMPOA01_clean,345.0859169
VONBIK_clean,345.2586207
DUKMON_clean,345.2842711
ALURAB_clean,345.6068743
VEGXIQ01_clean,346.0603311
XIDBUJ_clean,346.3144567
RUGKOV_clean,346.4311068
TIXMET_clean,346.5453382
ISIMAZ_clean,346.6912442
OBIBEJ_clean,346.6925462
FARHOX_ion_b,346.7283543
TUTJAU_clean,346.988667
ADODOO_clean,347.1181813
ERULEK_clean,347.3773476
HOXSUK_clean,347.5213338
ADODII_clean,347.6064734
WICQIJ_clean,347.7606696
GAXKOH_clean,347.8357053
RUVMUR_clean,348.2352941
MIBMER_clean,348.3138465
YOYPOT_clean,348.3718487
MATPOP_clean,348.8130424
COTVIS_clean,349.1296958
LUPYAX_clean,349.3273991
OGAXUR_clean,349.5855615
ILIQIF_clean,349.6243785
YAPYUK_clean,349.9322263
HOHJAR_clean,350.1978022
MITSAK_clean,350.1983198
OMICOD_clean,350.2567293
QUNVIG_clean,350.279221
JADMAF_clean,350.3029844
PUSXIL_charged,350.4161616
IRELAU_clean,350.6704922
SALXEL_clean,350.9445307
FIZPOV_clean,351.132342
MEJZIM_clean,351.3419913
KOMCOG_clean,351.8412076
BEXRUT_clean,352.0994244
FOFHUE_clean,352.1012197
KOSLOV_clean,352.3329682
KOSLEL_clean,352.3329682
CISMIC_clean,352.3733763
MIMVEJ_clean,352.4978391
FAVGAN_clean,352.7950311
GADHIF_clean,352.9548229
OTUXUX_clean,352.9625224
DIVNAY_clean,352.9642057
XEGJOK_clean,353.5228327
LAWHOJ_clean,354.3112556
WIPLOY_clean,354.7871041
NOHLED_clean,354.9809655
IDORIE_clean,356.0498472
ERUVEU_clean,356.2689715
DOMCUE_clean,356.5097355
TUTHOG_clean,356.5944272
GEGSIW_clean,356.6565646
CELZEA_clean,356.8281938
TETZEZ_clean,356.9896047
DALSUH_clean,357.0951586
DOTYES_clean,357.3832531
ULIMIN_clean,357.5085344
QOBWIN_clean,358.0551565
TAKHAR_clean,358.1592296
AJAKON_clean,358.5838509
COJGEO_clean,358.5992454
WAHNEB_clean,358.6461181
PEJRED_clean,358.7286824
BUCVAY_clean,359.0122622
JIZJEJ_clean,359.071411
JIZJUZ_clean,359.071411
JIZJAF_clean,359.071411
HOWPOZ_clean,359.126956
ZOZHON_clean,359.1995099
LABPOV_clean,359.2536539
QUGZEZ_clean,359.4910903
NARPOO_clean,359.586957
EZOFEF_clean,360.3027176
QITYOI_clean,360.4123053
HUWHOY_clean,360.7594937
YAJXIT_clean,360.8974359
YUYLIP_clean,360.9532694
ALIXOJ_clean,361.2769004
DIVPUU_clean,361.3124729
ZIYQAB_clean,361.6724478
OCUQUZ_clean,361.8902524
EXIDOF_clean,361.9009591
OKIPUU_clean,362.0246787
ASAJOU_clean,362.034114
WAQQUB_clean,363.5761589
ASINEX_clean,363.8624598
HUTTIA_clean,363.9485503
OHAKEO_clean,363.9967262
MIHLAR_clean,364.0893528
ZEZFIV_clean,364.0908514
IJEVIE_clean,364.4100649
ESASAU_clean,364.4914406
ODIVUU_clean,364.7277507
HAZNIH_clean,365.0037331
HEDCEA_clean,365.0466992
OTABES_clean,365.3521004
XEGKIF_clean,365.4521158
QUSSII_clean,365.7044378
FIPKOG_clean,365.7856869
WUXYOF_clean,365.9777169
EFILUA_clean,366.121969
RUFRIV_clean,366.4475116
OVIZOJ_clean,366.9882384
DOYHUW_clean,367.0103093
QIRYAS_clean,367.1140806
PIJDIX_clean,367.3565814
SIWTOJ_clean,367.5305032
AWAJIT_clean,367.5571233
NUCREJ_clean,367.602212
NARPUU_clean,367.6258993
OSURAX_clean,367.6803552
GITPIK_clean,367.7018634
OTAQAD_clean,367.7491664
